SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,APR_2027,PeakWE,-14.457160
DSWL_BES1,APR_2027,PeakWE,-1.107540
HRNT_SLR_RN,APR_2027,PeakWE,7.129027
WRSBES_BESS1,APR_2027,PeakWE,-14.952078
SBEAN_BESS,APR_2027,PeakWE,-14.610268
REDBARN_RN,APR_2027,PeakWE,-10.942167
VISION_RN,APR_2027,PeakWE,-1.001718
GRIF_TRL_RN,APR_2027,PeakWE,3.328559
PERE_SLR_RN,APR_2027,PeakWE,1.463020
VIC_VICTORG6,APR_2027,PeakWE,-0.319448
VIC_VICTORG5,APR_2027,PeakWE,-0.319448
MYR_ALL,APR_2027,PeakWE,-2.377959
CEDROHI_CHW1,APR_2027,PeakWE,4.846359
HAMI_BESS_RN,APR_2027,PeakWE,-13.430244
CMPD_SLR_RN,APR_2027,PeakWE,2.648973
BRP_ZPT1_RN,APR_2027,PeakWE,-8.681557
N_MRD_ESR_RN,APR_2027,PeakWE,-9.360095
SPNC_SPNCE_5,APR_2027,PeakWE,3.419129
RIOG_ESR2_RN,APR_2027,PeakWE,-8.248732
VORT_ALL_RN,APR_2027,PeakWE,2.855265
SPNC_SPNCE_4,APR_2027,PeakWE,3.419129
SAN_SANMIGG1,APR_2027,PeakWE,-0.155224
SC2SES_UNIT1,APR_2027,PeakWE,-1.395969
MCLNSLR_RN,APR_2027,PeakWE,-9.812884
CBECII_CT7,APR_2027,PeakWE,-0.621724
WILDWIND_ALL,APR_2027,PeakWE,0.340672
MU_RN,APR_2027,PeakWE,-4.336673
TGCCS_ALL,APR_2027,PeakWE,-1.245476
HB_NORTH,APR_2027,PeakWE,-0.691724
COTPLNS_RN,APR_2027,PeakWE,6.958788
SIG_SLR_RN,APR_2027,PeakWE,-1.215827
CISC_RN,APR_2027,PeakWE,-5.603435
TYSN_SLR_RN,APR_2027,PeakWE,-0.243169
CALAVER_JKS2,APR_2027,PeakWE,-6.072964
CALAVER_JKS1,APR_2027,PeakWE,-6.072964
FALFUR_RN2,APR_2027,PeakWE,0.606967
FORTMA_RN,APR_2027,PeakWE,-1.677782
CALAVER_JTD2,APR_2027,PeakWE,-5.344299
CALAVER_JTD1,APR_2027,PeakWE,-5.344299
HHGT_KENDAL,APR_2027,PeakWE,-2.371724
BRPMAGNO_RN,APR_2027,PeakWE,-5.296073
PEARSALL_RN,APR_2027,PeakWE,-5.051717
LASSO_GEN,APR_2027,PeakWE,-14.245804
LGE_LGE_GT2,APR_2027,PeakWE,0.655017
LGE_LGE_GT1,APR_2027,PeakWE,0.655017
RIPPEY_ALL,APR_2027,PeakWE,2.316612
SANDHSYD6_7,APR_2027,PeakWE,-4.187508
BRP_PBL2_RN,APR_2027,PeakWE,-12.166341
