DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.0,40.0,Hard Constraint,SARYYUC8,APR_2027,Off-peak,0.55
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.7,40.7,Hard Constraint,SARYYUC8,FEB_2027,Off-peak,13.34
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.3,39.3,Hard Constraint,SARYYUC8,JUN_2027,Off-peak,28.2
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,39.3,39.3,Hard Constraint,SARYYUC8,JUN_2027,Off-peak,0.03
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.4,40.4,Hard Constraint,SARYYUC8,MAR_2027,Off-peak,17.59
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,39.7,39.7,Hard Constraint,SARYYUC8,MAY_2027,Off-peak,7.15
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.0,40.0,Hard Constraint,SARYYUC8,APR_2027,PeakWD,14.92
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.7,40.7,Hard Constraint,SARYYUC8,FEB_2027,PeakWD,16.43
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,41.4,41.4,Hard Constraint,SARYYUC8,JAN_2027,PeakWD,5.92
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.4,40.4,Hard Constraint,SARYYUC8,MAR_2027,PeakWD,62.98
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.0,40.0,Hard Constraint,SARYYUC8,APR_2027,PeakWE,20.44
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.4,40.4,Hard Constraint,SARYYUC8,MAR_2027,PeakWE,10.77
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-22.6,22.6,Hard Constraint,DWLFMOS5,APR_2027,Off-peak,620.61
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-23.9,23.9,Hard Constraint,DWLFMOS5,FEB_2027,Off-peak,237.22
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,23.9,23.9,Hard Constraint,SMOSRLK8,FEB_2027,Off-peak,7.41
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-25.0,25.0,Hard Constraint,DWLFMOS5,JAN_2027,Off-peak,642.3
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,25.0,25.0,Hard Constraint,SMOSRLK8,JAN_2027,Off-peak,9.49
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-21.3,21.3,Hard Constraint,DWLFMOS5,JUN_2027,Off-peak,1839.66
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,21.3,21.3,Hard Constraint,SMOSRLK8,JUN_2027,Off-peak,217.8
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-23.3,23.3,Hard Constraint,DWLFMOS5,MAR_2027,Off-peak,497.69
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-22.0,22.0,Hard Constraint,DWLFMOS5,MAY_2027,Off-peak,350.44
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,22.0,22.0,Hard Constraint,SMOSRLK8,MAY_2027,Off-peak,54.9
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-22.6,22.6,Hard Constraint,DWLFMOS5,APR_2027,PeakWD,1054.59
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,22.6,22.6,Hard Constraint,SMOSRLK8,APR_2027,PeakWD,13.28
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,23.9,23.9,Hard Constraint,SMOSRLK8,FEB_2027,PeakWD,26.92
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-25.0,25.0,Hard Constraint,DWLFMOS5,JAN_2027,PeakWD,6.48
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,25.0,25.0,Hard Constraint,SMOSRLK8,JAN_2027,PeakWD,26.32
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-21.3,21.3,Hard Constraint,DWLFMOS5,JUN_2027,PeakWD,93.46
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,21.3,21.3,Hard Constraint,SMOSRLK8,JUN_2027,PeakWD,25.69
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-23.3,23.3,Hard Constraint,DWLFMOS5,MAR_2027,PeakWD,149.13
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-22.0,22.0,Hard Constraint,DWLFMOS5,MAY_2027,PeakWD,894.97
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-22.6,22.6,Hard Constraint,DWLFMOS5,APR_2027,PeakWE,419.79
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,23.9,23.9,Hard Constraint,SMOSRLK8,FEB_2027,PeakWE,0.19
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-25.0,25.0,Hard Constraint,DWLFMOS5,JAN_2027,PeakWE,6.31
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,25.0,25.0,Hard Constraint,SMOSRLK8,JAN_2027,PeakWE,1.2
