SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,APR_2027,PeakWE,-13.905556
HRNT_SLR_RN,APR_2027,PeakWE,7.371733
WRSBES_BESS1,APR_2027,PeakWE,-14.035213
VISION_RN,APR_2027,PeakWE,2.147559
VIC_VICTORG6,APR_2027,PeakWE,-2.744352
MYR_ALL,APR_2027,PeakWE,-1.215577
SBEAN_BESS,APR_2027,PeakWE,-13.632098
VIC_VICTORG5,APR_2027,PeakWE,-2.744352
REDBARN_RN,APR_2027,PeakWE,-10.653633
GRIF_TRL_RN,APR_2027,PeakWE,4.704526
CEDROHI_CHW1,APR_2027,PeakWE,5.829428
HAMI_BESS_RN,APR_2027,PeakWE,-10.290674
BRP_ZPT1_RN,APR_2027,PeakWE,-3.585758
N_MRD_ESR_RN,APR_2027,PeakWE,-7.746271
SPNC_SPNCE_5,APR_2027,PeakWE,2.043484
VORT_ALL_RN,APR_2027,PeakWE,4.246648
SPNC_SPNCE_4,APR_2027,PeakWE,2.043484
SAN_SANMIGG1,APR_2027,PeakWE,-0.496402
SC2SES_UNIT1,APR_2027,PeakWE,1.977692
MCLNSLR_RN,APR_2027,PeakWE,-13.165511
CBECII_CT7,APR_2027,PeakWE,0.146576
WILDWIND_ALL,APR_2027,PeakWE,2.647404
TGCCS_ALL,APR_2027,PeakWE,2.381880
HB_NORTH,APR_2027,PeakWE,2.373271
COTPLNS_RN,APR_2027,PeakWE,7.367269
CISC_RN,APR_2027,PeakWE,0.351486
CALAVER_JKS2,APR_2027,PeakWE,-4.727347
CALAVER_JKS1,APR_2027,PeakWE,-4.727347
CALAVER_JTD2,APR_2027,PeakWE,-5.051175
CALAVER_JTD1,APR_2027,PeakWE,-5.051175
HHGT_KENDAL,APR_2027,PeakWE,-4.353753
BRPMAGNO_RN,APR_2027,PeakWE,-28.925510
LASSO_GEN,APR_2027,PeakWE,-12.354408
LGE_LGE_GT2,APR_2027,PeakWE,-2.781353
LGE_LGE_GT1,APR_2027,PeakWE,-2.781353
RIPPEY_ALL,APR_2027,PeakWE,2.303404
SANDHSYD6_7,APR_2027,PeakWE,-5.076692
BRP_PBL2_RN,APR_2027,PeakWE,-13.855914
DC_R,APR_2027,PeakWE,-4.791341
PAVO_ESS_ALL,APR_2027,PeakWE,-12.537096
DC_N,APR_2027,PeakWE,4.555446
PISG_RN_ALL,APR_2027,PeakWE,2.080201
ALGOD_ALL_RN,APR_2027,PeakWE,1.191474
DC_L,APR_2027,PeakWE,6.209370
TNSKA_CCU,APR_2027,PeakWE,2.897136
VANCOURT_RN,APR_2027,PeakWE,2.784462
LPCCS_UNIT1,APR_2027,PeakWE,2.847494
DC_E,APR_2027,PeakWE,2.341139
