SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,APR_2026,PeakWE,-11.210039
WRSBES_BESS1,APR_2026,PeakWE,-11.646859
SBEAN_BESS,APR_2026,PeakWE,-11.270909
REDBARN_RN,APR_2026,PeakWE,-9.595723
VISION_RN,APR_2026,PeakWE,0.164131
GRIF_TRL_RN,APR_2026,PeakWE,2.738166
VIC_VICTORG6,APR_2026,PeakWE,-3.620444
VIC_VICTORG5,APR_2026,PeakWE,-3.620444
MYR_ALL,APR_2026,PeakWE,0.943187
CEDROHI_CHW1,APR_2026,PeakWE,6.097175
HAMI_BESS_RN,APR_2026,PeakWE,-18.726813
BRP_ZPT1_RN,APR_2026,PeakWE,3.222883
N_MRD_ESR_RN,APR_2026,PeakWE,-1.882647
SPNC_SPNCE_5,APR_2026,PeakWE,-0.065226
VORT_ALL_RN,APR_2026,PeakWE,2.225327
SPNC_SPNCE_4,APR_2026,PeakWE,-0.065226
SAN_SANMIGG1,APR_2026,PeakWE,-1.878911
SC2SES_UNIT1,APR_2026,PeakWE,0.213524
MCLNSLR_RN,APR_2026,PeakWE,-21.717550
CBECII_CT7,APR_2026,PeakWE,-0.694304
WILDWIND_ALL,APR_2026,PeakWE,0.235377
TGCCS_ALL,APR_2026,PeakWE,0.366258
HB_NORTH,APR_2026,PeakWE,0.101250
COTPLNS_RN,APR_2026,PeakWE,7.314699
CISC_RN,APR_2026,PeakWE,-0.660932
CALAVER_JKS2,APR_2026,PeakWE,-3.819265
CALAVER_JKS1,APR_2026,PeakWE,-3.819265
CALAVER_JTD2,APR_2026,PeakWE,-6.296322
CALAVER_JTD1,APR_2026,PeakWE,-6.296322
HHGT_KENDAL,APR_2026,PeakWE,-2.731155
BRPMAGNO_RN,APR_2026,PeakWE,-35.940743
LASSO_GEN,APR_2026,PeakWE,-11.742775
LGE_LGE_GT2,APR_2026,PeakWE,-3.436067
LGE_LGE_GT1,APR_2026,PeakWE,-3.436067
RIPPEY_ALL,APR_2026,PeakWE,-0.412311
SANDHSYD6_7,APR_2026,PeakWE,-7.786889
BRP_PBL2_RN,APR_2026,PeakWE,-21.653815
DC_R,APR_2026,PeakWE,-0.960317
PAVO_ESS_ALL,APR_2026,PeakWE,-13.066569
DC_N,APR_2026,PeakWE,2.917468
PISG_RN_ALL,APR_2026,PeakWE,0.021427
