SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2024,PeakWE,-8.005950
WRSBES_BESS1,NOV_2024,PeakWE,-8.434646
SBEAN_BESS,NOV_2024,PeakWE,-7.634256
REDBARN_RN,NOV_2024,PeakWE,-5.570796
VISION_RN,NOV_2024,PeakWE,-0.020609
GRIF_TRL_RN,NOV_2024,PeakWE,3.134325
VIC_VICTORG5,NOV_2024,PeakWE,-1.334799
CEDROHI_CHW1,NOV_2024,PeakWE,8.719367
HAMI_BESS_RN,NOV_2024,PeakWE,-7.893653
VIC_VICTORG6,NOV_2024,PeakWE,-1.334799
MYR_ALL,NOV_2024,PeakWE,-0.426351
BRP_ZPT1_RN,NOV_2024,PeakWE,5.578706
N_MRD_ESR_RN,NOV_2024,PeakWE,5.027700
SPNC_SPNCE_5,NOV_2024,PeakWE,0.614236
VORT_ALL_RN,NOV_2024,PeakWE,2.306996
SPNC_SPNCE_4,NOV_2024,PeakWE,0.614236
SAN_SANMIGG1,NOV_2024,PeakWE,0.146889
SC2SES_UNIT1,NOV_2024,PeakWE,0.175750
MCLNSLR_RN,NOV_2024,PeakWE,-12.822011
CBECII_CT7,NOV_2024,PeakWE,-0.554281
WILDWIND_ALL,NOV_2024,PeakWE,0.674939
TGCCS_ALL,NOV_2024,PeakWE,0.393301
HB_NORTH,NOV_2024,PeakWE,0.174685
COTPLNS_RN,NOV_2024,PeakWE,7.951509
CALAVER_JKS2,NOV_2024,PeakWE,-2.992434
CALAVER_JKS1,NOV_2024,PeakWE,-2.992434
CALAVER_JTD2,NOV_2024,PeakWE,-4.941061
CALAVER_JTD1,NOV_2024,PeakWE,-4.941061
HHGT_KENDAL,NOV_2024,PeakWE,-1.785315
BRPMAGNO_RN,NOV_2024,PeakWE,-22.061477
LASSO_GEN,NOV_2024,PeakWE,-9.541307
LGE_LGE_GT2,NOV_2024,PeakWE,-1.685166
LGE_LGE_GT1,NOV_2024,PeakWE,-1.685166
RIPPEY_ALL,NOV_2024,PeakWE,-0.348712
SANDHSYD6_7,NOV_2024,PeakWE,-8.122535
BRP_PBL2_RN,NOV_2024,PeakWE,-11.050700
DC_R,NOV_2024,PeakWE,4.910190
DC_N,NOV_2024,PeakWE,5.903125
PISG_RN_ALL,NOV_2024,PeakWE,-0.136977
ALGOD_ALL_RN,NOV_2024,PeakWE,2.913006
DC_L,NOV_2024,PeakWE,6.865935
TNSKA_CCU,NOV_2024,PeakWE,1.348640
VANCOURT_RN,NOV_2024,PeakWE,8.085689
LPCCS_UNIT1,NOV_2024,PeakWE,1.452216
DC_E,NOV_2024,PeakWE,0.319807
LPCCS_UNIT2,NOV_2024,PeakWE,1.452216
NCARBID_PUN1,NOV_2024,PeakWE,-1.277404
NCARBID_PUN2,NOV_2024,PeakWE,-1.277161
CN_BRKS_UNT1,NOV_2024,PeakWE,8.350840
QALSW_ALL,NOV_2024,PeakWE,-6.776658
LZ_AEN,NOV_2024,PeakWE,-6.399246
WAP_WAPGT_1,NOV_2024,PeakWE,-1.896688
TXCTY_CTB,NOV_2024,PeakWE,-7.964136
TXCTY_CTC,NOV_2024,PeakWE,-7.964136
TORR_ALL,NOV_2024,PeakWE,11.505911
TXCTY_CTA,NOV_2024,PeakWE,-7.964136
REDFISH_ALL,NOV_2024,PeakWE,10.905805
PANDA_T2_ST1,NOV_2024,PeakWE,-1.070299
SWT_BESS_RN,NOV_2024,PeakWE,-1.452530
DECKER_GT,NOV_2024,PeakWE,-9.317344
OBERON_U1,NOV_2024,PeakWE,-7.664413
MISAE_GEN_RN,NOV_2024,PeakWE,6.718946
N_AL_BESS_RN,NOV_2024,PeakWE,4.319998
ZIER_SLR_ALL,NOV_2024,PeakWE,-8.208543
RSK_RN,NOV_2024,PeakWE,-2.710432
BAYC_BESS_RN,NOV_2024,PeakWE,-4.742047
WHCCS2_4,NOV_2024,PeakWE,0.440630
RN_ECEC_HOLT,NOV_2024,PeakWE,-7.869422
BOSQ_BSQS_12,NOV_2024,PeakWE,-0.758919
FLTCK_SSI,NOV_2024,PeakWE,-0.790116
NED_NEDIN_G1,NOV_2024,PeakWE,4.584621
LONEWOLF_ALL,NOV_2024,PeakWE,1.159953
NED_NEDIN_G2,NOV_2024,PeakWE,4.554570
NED_NEDIN_G3,NOV_2024,PeakWE,4.539724
BRISCOE_WIND,NOV_2024,PeakWE,7.805502
ELSAUZ_ALL,NOV_2024,PeakWE,8.625340
BOSQ_BSQSU_5,NOV_2024,PeakWE,-0.758919
RTLSNAKE_BT,NOV_2024,PeakWE,-7.707125
COTTON_PAP2,NOV_2024,PeakWE,-0.285315
JUNCTION_RN,NOV_2024,PeakWE,-2.586046
HI_LONEB_RN1,NOV_2024,PeakWE,-4.891964
TGS_GT01,NOV_2024,PeakWE,-2.278185
CRWN_SLR_UN1,NOV_2024,PeakWE,-0.723434
FERGCC_GT2_3,NOV_2024,PeakWE,-4.196068
MLSES_UNIT1,NOV_2024,PeakWE,0.407416
MLSES_UNIT2,NOV_2024,PeakWE,0.407416
MLSES_UNIT3,NOV_2024,PeakWE,0.407416
