SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,FEB_2028,PeakWE,-23.118471
DSWL_BES1,FEB_2028,PeakWE,-4.525011
HRNT_SLR_RN,FEB_2028,PeakWE,0.071026
WRSBES_BESS1,FEB_2028,PeakWE,-23.704559
SBEAN_BESS,FEB_2028,PeakWE,-23.188171
REDBARN_RN,FEB_2028,PeakWE,-20.665831
VISION_RN,FEB_2028,PeakWE,-3.932289
GRIF_TRL_RN,FEB_2028,PeakWE,-2.323719
PERE_SLR_RN,FEB_2028,PeakWE,2.000480
VIC_VICTORG6,FEB_2028,PeakWE,-3.420132
VIC_VICTORG5,FEB_2028,PeakWE,-3.420132
MYR_ALL,FEB_2028,PeakWE,-1.670774
CEDROHI_CHW1,FEB_2028,PeakWE,3.705405
HAMI_BESS_RN,FEB_2028,PeakWE,-19.071759
CMPD_SLR_RN,FEB_2028,PeakWE,-1.451983
BRP_ZPT1_RN,FEB_2028,PeakWE,-1.600069
N_MRD_ESR_RN,FEB_2028,PeakWE,-0.075908
SPNC_SPNCE_5,FEB_2028,PeakWE,-2.712059
RIOG_ESR2_RN,FEB_2028,PeakWE,0.638626
VORT_ALL_RN,FEB_2028,PeakWE,-2.726396
SPNC_SPNCE_4,FEB_2028,PeakWE,-2.712059
SAN_SANMIGG1,FEB_2028,PeakWE,0.667134
SC2SES_UNIT1,FEB_2028,PeakWE,-4.157661
MCLNSLR_RN,FEB_2028,PeakWE,-11.096565
CBECII_CT7,FEB_2028,PeakWE,-0.404090
WILDWIND_ALL,FEB_2028,PeakWE,-4.336418
MU_RN,FEB_2028,PeakWE,-2.637591
TGCCS_ALL,FEB_2028,PeakWE,-4.046459
HB_NORTH,FEB_2028,PeakWE,-4.158597
COTPLNS_RN,FEB_2028,PeakWE,-0.182315
SIG_SLR_RN,FEB_2028,PeakWE,-5.148332
CISC_RN,FEB_2028,PeakWE,-10.305518
TYSN_SLR_RN,FEB_2028,PeakWE,-4.418117
CALAVER_JKS2,FEB_2028,PeakWE,-4.540765
CALAVER_JKS1,FEB_2028,PeakWE,-4.540765
FALFUR_RN2,FEB_2028,PeakWE,1.600487
FORTMA_RN,FEB_2028,PeakWE,-8.705350
HHGT_KENDAL,FEB_2028,PeakWE,-5.392266
BRPMAGNO_RN,FEB_2028,PeakWE,-3.322001
PEARSALL_RN,FEB_2028,PeakWE,-4.148597
LASSO_GEN,FEB_2028,PeakWE,-23.363914
HEN_RN,FEB_2028,PeakWE,-0.988764
LGE_LGE_GT2,FEB_2028,PeakWE,0.659411
LGE_LGE_GT1,FEB_2028,PeakWE,0.659411
RIPPEY_ALL,FEB_2028,PeakWE,-4.358385
SANDHSYD6_7,FEB_2028,PeakWE,-6.947240
BRP_PBL2_RN,FEB_2028,PeakWE,-10.478389
DC_R,FEB_2028,PeakWE,3.143810
PAVO_ESS_ALL,FEB_2028,PeakWE,-23.185263
ESCONDID_ESR,FEB_2028,PeakWE,-10.410725
DC_N,FEB_2028,PeakWE,-2.536459
PISG_RN_ALL,FEB_2028,PeakWE,-3.792603
ALGOD_ALL_RN,FEB_2028,PeakWE,2.447379
DC_L,FEB_2028,PeakWE,7.279738
TNSKA_CCU,FEB_2028,PeakWE,-4.206587
VANCOURT_RN,FEB_2028,PeakWE,5.513532
LPCCS_UNIT1,FEB_2028,PeakWE,-4.546587
DC_E,FEB_2028,PeakWE,-4.225089
LPCCS_UNIT2,FEB_2028,PeakWE,-4.546587
NCARBID_PUN1,FEB_2028,PeakWE,-5.747450
NCARBID_PUN2,FEB_2028,PeakWE,-5.749192
K2_DGR1_RN,FEB_2028,PeakWE,-3.901889
CN_BRKS_UNT1,FEB_2028,PeakWE,-0.080644
FAGUSSLR_RN,FEB_2028,PeakWE,-0.989237
QALSW_ALL,FEB_2028,PeakWE,-12.952194
LZ_AEN,FEB_2028,PeakWE,-6.988597
WAP_WAPGT_1,FEB_2028,PeakWE,-2.284954
TXCTY_CTB,FEB_2028,PeakWE,-3.014004
TXCTY_CTC,FEB_2028,PeakWE,-3.014004
TORR_ALL,FEB_2028,PeakWE,4.968154
TXCTY_CTA,FEB_2028,PeakWE,-3.014004
REDFISH_ALL,FEB_2028,PeakWE,4.138656
PANDA_T2_ST1,FEB_2028,PeakWE,-3.499443
SWT_BESS_RN,FEB_2028,PeakWE,-13.775053
DECKER_GT,FEB_2028,PeakWE,-7.138090
OBERON_U1,FEB_2028,PeakWE,-22.288751
GRAN_SLR_RN,FEB_2028,PeakWE,-4.813247
MISAE_GEN_RN,FEB_2028,PeakWE,-0.968382
N_AL_BESS_RN,FEB_2028,PeakWE,2.716465
ANEM_ESS_RN,FEB_2028,PeakWE,3.751485
ASCK_SLR_RN,FEB_2028,PeakWE,-1.442500
LOWR_ESS_RN,FEB_2028,PeakWE,2.320131
ZIER_SLR_ALL,FEB_2028,PeakWE,-17.192089
RSK_RN,FEB_2028,PeakWE,-7.909544
BAYC_BESS_RN,FEB_2028,PeakWE,-1.038764
WHCCS2_4,FEB_2028,PeakWE,-4.279966
RN_ECEC_HOLT,FEB_2028,PeakWE,-21.040921
BOSQ_BSQS_12,FEB_2028,PeakWE,-3.239941
FLTCK_SSI,FEB_2028,PeakWE,-8.995504
NED_NEDIN_G1,FEB_2028,PeakWE,3.938117
LONEWOLF_ALL,FEB_2028,PeakWE,-5.770136
NED_NEDIN_G2,FEB_2028,PeakWE,4.938117
NED_NEDIN_G3,FEB_2028,PeakWE,4.451637
BRISCOE_WIND,FEB_2028,PeakWE,-0.344587
ELSAUZ_ALL,FEB_2028,PeakWE,6.757525
BOSQ_BSQSU_5,FEB_2028,PeakWE,-3.239941
RTLSNAKE_BT,FEB_2028,PeakWE,-23.120861
COTTON_PAP2,FEB_2028,PeakWE,1.651781
JUNCTION_RN,FEB_2028,PeakWE,-23.995552
HI_LONEB_RN1,FEB_2028,PeakWE,-12.294433
WAL_RN,FEB_2028,PeakWE,-2.972760
TGS_GT01,FEB_2028,PeakWE,-2.336759
CRWN_SLR_UN1,FEB_2028,PeakWE,-3.104876
FERGCC_GT2_3,FEB_2028,PeakWE,-8.382148
MLSES_UNIT1,FEB_2028,PeakWE,-4.068597
MLSES_UNIT2,FEB_2028,PeakWE,-4.068597
MLSES_UNIT3,FEB_2028,PeakWE,-4.068597
ROW_ALL,FEB_2028,PeakWE,-0.220800
MWEC_G1,FEB_2028,PeakWE,-9.570037
E_BLACK_RN,FEB_2028,PeakWE,-4.867291
JAR_RN,FEB_2028,PeakWE,-0.987554
MILTON_RN,FEB_2028,PeakWE,-2.397185
CHE_PUN2,FEB_2028,PeakWE,-3.272059
CHE_PUN1,FEB_2028,PeakWE,-3.272059
THW_1_CCU,FEB_2028,PeakWE,-2.658776
BAKE_RN_ALL,FEB_2028,PeakWE,-4.513983
JC_BAT_RN,FEB_2028,PeakWE,-9.408631
HB_PAN,FEB_2028,PeakWE,-0.440365
SANDLAKE_RN,FEB_2028,PeakWE,-22.990630
DIVR_SLR_RN,FEB_2028,PeakWE,-2.873423
BOSQ_BSQS_34,FEB_2028,PeakWE,-3.896335
TNS_SLR_ALL,FEB_2028,PeakWE,-2.745176
GZ_RN,FEB_2028,PeakWE,-2.967528
GBY_GT,FEB_2028,PeakWE,-3.363412
FENCESLR_ALL,FEB_2028,PeakWE,-4.576571
FLCNS_UNIT2,FEB_2028,PeakWE,-20.368969
FLCNS_UNIT1,FEB_2028,PeakWE,-20.368969
TOPAZ_ALL,FEB_2028,PeakWE,-3.274353
CORAZON_RN,FEB_2028,PeakWE,4.968154
LGW_UNIT_ALL,FEB_2028,PeakWE,-3.275470
JAG_SLR_RN,FEB_2028,PeakWE,-2.303424
GWEC_G1,FEB_2028,PeakWE,-6.491131
PANDA_S_ST1,FEB_2028,PeakWE,-4.678136
WHCCS_CT1_ST,FEB_2028,PeakWE,-4.279561
BOCO_ESS_RN,FEB_2028,PeakWE,-8.057763
FRNYPP_1_CCU,FEB_2028,PeakWE,-5.124528
TGW_T1_T2,FEB_2028,PeakWE,5.133389
CHIL_SLR,FEB_2028,PeakWE,-3.537560
COYOTSPR_RN,FEB_2028,PeakWE,-23.155153
SAMSON_ALL,FEB_2028,PeakWE,-4.260172
TTWEC_G1,FEB_2028,PeakWE,-8.744338
WIPOPA_3_4,FEB_2028,PeakWE,-3.679481
JUNG_SLR_RN,FEB_2028,PeakWE,-4.281036
WOODWRD1_RN,FEB_2028,PeakWE,-23.247173
LAPETUS_U1,FEB_2028,PeakWE,-20.750685
LV5_UNIT1,FEB_2028,PeakWE,1.574003
FRNYPP_2_CCU,FEB_2028,PeakWE,-5.124528
FLOWERII_RN,FEB_2028,PeakWE,-22.204766
