DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-157.2,157.2,Hard Constraint,DODEMOS5,JUL_2024,PeakWD,340.53
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,AUG_2024,Off-peak,115.25
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,JUL_2024,Off-peak,159.52
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,AUG_2024,PeakWD,427.02
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,JUL_2024,PeakWD,180.87
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,162.8,162.8,Hard Constraint,DODEMOS5,NOV_2024,PeakWD,48.7
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,160.0,160.0,Hard Constraint,DODEMOS5,OCT_2024,PeakWD,484.07
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,AUG_2024,PeakWE,288.19
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,157.2,157.2,Hard Constraint,DODEMOS5,JUL_2024,PeakWE,18.37
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,162.8,162.8,Hard Constraint,DODEMOS5,NOV_2024,PeakWE,260.62
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,160.0,160.0,Hard Constraint,DODEMOS5,OCT_2024,PeakWE,36.74
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,158.8,158.8,Hard Constraint,DODEMOS5,SEP_2024,PeakWE,311.72
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,85.6,85.6,Hard Constraint,DWLFMOS5,DEC_2024,Off-peak,1204.76
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,85.6,85.6,Hard Constraint,DWLFMOS5,DEC_2024,PeakWD,5962.49
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,84.8,84.8,Hard Constraint,DWLFMOS5,NOV_2024,PeakWD,3550.5
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,85.6,85.6,Hard Constraint,DWLFMOS5,DEC_2024,PeakWE,2340.17
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,84.8,84.8,Hard Constraint,DWLFMOS5,NOV_2024,PeakWE,1497.54
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBTR5,AUG_2024,Off-peak,1115.63
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-489.2,489.2,Hard Constraint,DMGSBTR5,DEC_2024,Off-peak,1058.13
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBTR5,JUL_2024,Off-peak,1080.77
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-477.6,477.6,Hard Constraint,DMGSBTR5,NOV_2024,Off-peak,1568
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-452.8,452.8,Hard Constraint,DMGSBTR5,OCT_2024,Off-peak,1268.56
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-439.2,439.2,Hard Constraint,DMGSBTR5,SEP_2024,Off-peak,1391.99
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBIT5,AUG_2024,PeakWD,1058.37
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-489.2,489.2,Hard Constraint,DMGSBIT5,DEC_2024,PeakWD,185.95
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-489.2,489.2,Hard Constraint,DMGSBTR5,DEC_2024,PeakWD,396.23
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBIT5,JUL_2024,PeakWD,80.78
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBTR5,JUL_2024,PeakWD,584.15
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-477.6,477.6,Hard Constraint,DMGSBIT5,NOV_2024,PeakWD,161.93
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-477.6,477.6,Hard Constraint,DMGSBTR5,NOV_2024,PeakWD,886.25
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-452.8,452.8,Hard Constraint,DMGSBIT5,OCT_2024,PeakWD,151.41
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-452.8,452.8,Hard Constraint,DMGSBTR5,OCT_2024,PeakWD,671.13
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-439.2,439.2,Hard Constraint,DMGSBIT5,SEP_2024,PeakWD,1168.45
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBIT5,AUG_2024,PeakWE,62.49
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBTR5,AUG_2024,PeakWE,29.93
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-426.0,426.0,Hard Constraint,DMGSBTR5,JUL_2024,PeakWE,85.36
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-477.6,477.6,Hard Constraint,DMGSBTR5,NOV_2024,PeakWE,297.21
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-452.8,452.8,Hard Constraint,DMGSBIT5,OCT_2024,PeakWE,73.02
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-452.8,452.8,Hard Constraint,DMGSBTR5,OCT_2024,PeakWE,260.86
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-439.2,439.2,Hard Constraint,DMGSBTR5,SEP_2024,PeakWE,381.07
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEIN58,AUG_2024,Off-peak,15365.82
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,84.8,84.8,Hard Constraint,XEI258,DEC_2024,Off-peak,11287.98
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEIN58,JUL_2024,Off-peak,16814.03
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,82.8,82.8,Hard Constraint,XEI258,NOV_2024,Off-peak,12848.42
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,78.4,78.4,Hard Constraint,XEI258,OCT_2024,Off-peak,18457.08
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,76.4,76.4,Hard Constraint,XEIN58,SEP_2024,Off-peak,11290.51
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEIN58,AUG_2024,PeakWD,18266.05
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,84.8,84.8,Hard Constraint,XEI258,DEC_2024,PeakWD,10348.4
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEI258,JUL_2024,PeakWD,21013.4
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,82.8,82.8,Hard Constraint,XEI258,NOV_2024,PeakWD,11290.08
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,78.4,78.4,Hard Constraint,XEI258,OCT_2024,PeakWD,13949.54
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,76.4,76.4,Hard Constraint,XEI258,SEP_2024,PeakWD,13326.5
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEIN58,AUG_2024,PeakWE,6397.63
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,84.8,84.8,Hard Constraint,XEI258,DEC_2024,PeakWE,5892.12
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,74.0,74.0,Hard Constraint,XEIN58,JUL_2024,PeakWE,6918.99
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,82.8,82.8,Hard Constraint,XEI258,NOV_2024,PeakWE,5675.26
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,78.4,78.4,Hard Constraint,XEI258,OCT_2024,PeakWE,4695.81
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,76.4,76.4,Hard Constraint,XEI258,SEP_2024,PeakWE,6167.81
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,AUG_2024,Off-peak,119.27
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,JUL_2024,Off-peak,2.81
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,AUG_2024,PeakWD,1598.03
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,JUL_2024,PeakWD,188.84
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,26.0,26.0,Hard Constraint,XBSP89,OCT_2024,PeakWD,616.66
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,25.6,25.6,Hard Constraint,XBSP89,SEP_2024,PeakWD,828.24
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,AUG_2024,PeakWE,573.27
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,24.8,24.8,Hard Constraint,XBSP89,JUL_2024,PeakWE,140.39
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,27.6,27.6,Hard Constraint,XBSP89,NOV_2024,PeakWE,963.75
1033 MRGNCRK_ 1348 WSTBROOK 1,Line,From - To,26.0,26.0,Hard Constraint,XBSP89,OCT_2024,PeakWE,492.72
1058 LONGSHOR 1125 MIDESSAS 1,Line,From - To,426.0,426.0,Hard Constraint,DNOESCH5,AUG_2024,Off-peak,341.01
1058 LONGSHOR 1125 MIDESSAS 1,Line,From - To,426.0,426.0,Hard Constraint,SBAKCED5,AUG_2024,Off-peak,399.81
1058 LONGSHOR 1125 MIDESSAS 1,Line,From - To,426.0,426.0,Hard Constraint,DNOESCH5,JUL_2024,Off-peak,661.54
