DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-72.0,72.0,Hard Constraint,SCRNODE8,OCT_2026,Off-peak,650.91
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-72.0,72.0,Hard Constraint,SCRNODE8,OCT_2026,PeakWE,136.7
1001 AROYA_8 18692 WHITEDU 3,Line,From - To,216.3,216.3,Hard Constraint,SARYYUC8,JUL_2026,PeakWD,9.88
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-131.3,131.3,Hard Constraint,DCONLNG5,NOV_2026,Off-peak,4139.05
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-131.3,131.3,Hard Constraint,DCONLNG5,NOV_2026,PeakWD,2248.77
10018 CARTVLR 23853 SU_EILA 2,Line,From - To,134.5,134.5,Hard Constraint,DCONLNG5,DEC_2026,Off-peak,2662.41
10018 CARTVLR 23853 SU_EILA 2,Line,From - To,134.5,134.5,Hard Constraint,DCONLNG5,DEC_2026,PeakWD,1095.14
10018 CARTVLR 23853 SU_EILA 2,Line,From - To,134.5,134.5,Hard Constraint,DCONLNG5,DEC_2026,PeakWE,794.41
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-451.4,451.4,Hard Constraint,DWLFYUC8,DEC_2026,Off-peak,77.05
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-448.0,448.0,Hard Constraint,DWLFYUC8,NOV_2026,Off-peak,81.5
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-436.5,436.5,Hard Constraint,DWLFYUC8,SEP_2026,Off-peak,84.29
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-436.5,436.5,Hard Constraint,DWLFYUC8,SEP_2026,PeakWD,47.12
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-105.0,105.0,Hard Constraint,DMOSME25,AUG_2026,Off-peak,6735.08
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-105.0,105.0,Hard Constraint,DWLFMET5,AUG_2026,Off-peak,355.85
