SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-15.308410
WRSBES_BESS1,NOV_2025,PeakWE,-15.575035
SBEAN_BESS,NOV_2025,PeakWE,-15.455301
REDBARN_RN,NOV_2025,PeakWE,-12.764367
VISION_RN,NOV_2025,PeakWE,1.807537
GRIF_TRL_RN,NOV_2025,PeakWE,3.694194
VIC_VICTORG6,NOV_2025,PeakWE,-1.600038
VIC_VICTORG5,NOV_2025,PeakWE,-1.600038
MYR_ALL,NOV_2025,PeakWE,-0.278047
CEDROHI_CHW1,NOV_2025,PeakWE,4.266379
HAMI_BESS_RN,NOV_2025,PeakWE,-13.486844
BRP_ZPT1_RN,NOV_2025,PeakWE,-9.193585
N_MRD_ESR_RN,NOV_2025,PeakWE,-2.358501
SPNC_SPNCE_5,NOV_2025,PeakWE,2.400255
VORT_ALL_RN,NOV_2025,PeakWE,3.218175
SPNC_SPNCE_4,NOV_2025,PeakWE,2.400255
SAN_SANMIGG1,NOV_2025,PeakWE,-0.228928
SC2SES_UNIT1,NOV_2025,PeakWE,1.701666
MCLNSLR_RN,NOV_2025,PeakWE,-17.059942
CBECII_CT7,NOV_2025,PeakWE,-0.007409
WILDWIND_ALL,NOV_2025,PeakWE,2.060804
TGCCS_ALL,NOV_2025,PeakWE,2.059815
HB_NORTH,NOV_2025,PeakWE,1.964813
COTPLNS_RN,NOV_2025,PeakWE,8.814304
CISC_RN,NOV_2025,PeakWE,1.499281
CALAVER_JKS2,NOV_2025,PeakWE,-5.171956
CALAVER_JKS1,NOV_2025,PeakWE,-5.171956
CALAVER_JTD2,NOV_2025,PeakWE,-4.744752
CALAVER_JTD1,NOV_2025,PeakWE,-4.744752
HHGT_KENDAL,NOV_2025,PeakWE,-3.835187
BRPMAGNO_RN,NOV_2025,PeakWE,-18.166209
LASSO_GEN,NOV_2025,PeakWE,-14.583638
LGE_LGE_GT2,NOV_2025,PeakWE,-4.020791
LGE_LGE_GT1,NOV_2025,PeakWE,-4.020791
RIPPEY_ALL,NOV_2025,PeakWE,1.941682
SANDHSYD6_7,NOV_2025,PeakWE,-4.367315
BRP_PBL2_RN,NOV_2025,PeakWE,-19.797266
DC_R,NOV_2025,PeakWE,-2.034406
PAVO_ESS_ALL,NOV_2025,PeakWE,-14.768444
DC_N,NOV_2025,PeakWE,3.878564
PISG_RN_ALL,NOV_2025,PeakWE,1.693342
ALGOD_ALL_RN,NOV_2025,PeakWE,10.481968
DC_L,NOV_2025,PeakWE,8.837687
TNSKA_CCU,NOV_2025,PeakWE,2.512094
VANCOURT_RN,NOV_2025,PeakWE,3.693718
LPCCS_UNIT1,NOV_2025,PeakWE,2.737400
DC_E,NOV_2025,PeakWE,2.112285
LPCCS_UNIT2,NOV_2025,PeakWE,2.737400
NCARBID_PUN1,NOV_2025,PeakWE,-1.658637
NCARBID_PUN2,NOV_2025,PeakWE,-1.658482
CN_BRKS_UNT1,NOV_2025,PeakWE,9.191681
QALSW_ALL,NOV_2025,PeakWE,-13.833088
LZ_AEN,NOV_2025,PeakWE,-4.349766
WAP_WAPGT_1,NOV_2025,PeakWE,-0.474703
TXCTY_CTB,NOV_2025,PeakWE,-7.756496
TXCTY_CTC,NOV_2025,PeakWE,-7.756496
TORR_ALL,NOV_2025,PeakWE,9.261825
TXCTY_CTA,NOV_2025,PeakWE,-7.756496
REDFISH_ALL,NOV_2025,PeakWE,4.361741
PANDA_T2_ST1,NOV_2025,PeakWE,1.077028
SWT_BESS_RN,NOV_2025,PeakWE,-2.423058
DECKER_GT,NOV_2025,PeakWE,-4.108565
OBERON_U1,NOV_2025,PeakWE,-15.502478
MISAE_GEN_RN,NOV_2025,PeakWE,7.255516
N_AL_BESS_RN,NOV_2025,PeakWE,-3.607282
ANEM_ESS_RN,NOV_2025,PeakWE,4.805651
ZIER_SLR_ALL,NOV_2025,PeakWE,-11.682770
RSK_RN,NOV_2025,PeakWE,-2.300525
BAYC_BESS_RN,NOV_2025,PeakWE,-4.327385
WHCCS2_4,NOV_2025,PeakWE,2.311513
RN_ECEC_HOLT,NOV_2025,PeakWE,-16.617387
BOSQ_BSQS_12,NOV_2025,PeakWE,1.964584
FLTCK_SSI,NOV_2025,PeakWE,0.662886
NED_NEDIN_G1,NOV_2025,PeakWE,-3.693887
LONEWOLF_ALL,NOV_2025,PeakWE,0.039246
NED_NEDIN_G2,NOV_2025,PeakWE,-3.853223
NED_NEDIN_G3,NOV_2025,PeakWE,-2.753528
BRISCOE_WIND,NOV_2025,PeakWE,8.576305
ELSAUZ_ALL,NOV_2025,PeakWE,5.794336
BOSQ_BSQSU_5,NOV_2025,PeakWE,1.964584
RTLSNAKE_BT,NOV_2025,PeakWE,-15.616469
COTTON_PAP2,NOV_2025,PeakWE,1.157955
JUNCTION_RN,NOV_2025,PeakWE,-5.387059
HI_LONEB_RN1,NOV_2025,PeakWE,-10.017626
TGS_GT01,NOV_2025,PeakWE,-1.522139
CRWN_SLR_UN1,NOV_2025,PeakWE,2.199571
FERGCC_GT2_3,NOV_2025,PeakWE,-3.613637
MLSES_UNIT1,NOV_2025,PeakWE,2.083218
MLSES_UNIT2,NOV_2025,PeakWE,2.083218
MLSES_UNIT3,NOV_2025,PeakWE,2.083218
ROW_ALL,NOV_2025,PeakWE,-0.112478
MWEC_G1,NOV_2025,PeakWE,0.522872
E_BLACK_RN,NOV_2025,PeakWE,-3.625145
CHE_PUN2,NOV_2025,PeakWE,-3.849999
CHE_PUN1,NOV_2025,PeakWE,-3.849999
THW_1_CCU,NOV_2025,PeakWE,-1.278183
BAKE_RN_ALL,NOV_2025,PeakWE,2.617400
JC_BAT_RN,NOV_2025,PeakWE,-4.395613
HB_PAN,NOV_2025,PeakWE,8.332316
BOSQ_BSQS_34,NOV_2025,PeakWE,1.790912
GBY_GT,NOV_2025,PeakWE,-3.493931
FLCNS_UNIT3,NOV_2025,PeakWE,-6.560993
FENCESLR_ALL,NOV_2025,PeakWE,1.445228
FLCNS_UNIT2,NOV_2025,PeakWE,-6.560993
FLCNS_UNIT1,NOV_2025,PeakWE,-6.560993
TOPAZ_ALL,NOV_2025,PeakWE,-7.803504
CORAZON_RN,NOV_2025,PeakWE,9.261825
LGW_UNIT_ALL,NOV_2025,PeakWE,1.320338
GWEC_G1,NOV_2025,PeakWE,-1.867722
PANDA_S_ST1,NOV_2025,PeakWE,1.749796
WHCCS_CT1_ST,NOV_2025,PeakWE,2.311793
BOCO_ESS_RN,NOV_2025,PeakWE,-1.440869
FRNYPP_1_CCU,NOV_2025,PeakWE,2.014813
TGW_T1_T2,NOV_2025,PeakWE,3.707051
COYOTSPR_RN,NOV_2025,PeakWE,-15.363269
SAMSON_ALL,NOV_2025,PeakWE,2.055576
TTWEC_G1,NOV_2025,PeakWE,2.161114
WIPOPA_3_4,NOV_2025,PeakWE,-2.762443
WOODWRD1_RN,NOV_2025,PeakWE,-14.749726
LAPETUS_U1,NOV_2025,PeakWE,-19.630995
LV5_UNIT1,NOV_2025,PeakWE,-3.569047
FRNYPP_2_CCU,NOV_2025,PeakWE,2.014813
FLOWERII_RN,NOV_2025,PeakWE,-15.236555
PNPI_GT2_RN,NOV_2025,PeakWE,-0.474703
