DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-94.2,94.2,Hard Constraint,SCRNODE8,MAR_2026,Off-peak,847.75
1001 AROYA_8 18692 WHITEDU 3,Line,From - To,285.1,285.1,Hard Constraint,SARYYUC8,FEB_2026,PeakWD,18.88
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-158.4,158.4,Hard Constraint,DCONLNG5,APR_2026,Off-peak,3544.27
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-175.2,175.2,Hard Constraint,DCONLNG5,JAN_2026,Off-peak,3420.27
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-149.1,149.1,Hard Constraint,DCONLNG5,JUN_2026,Off-peak,2962.31
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-153.8,153.8,Hard Constraint,DCONLNG5,MAY_2026,Off-peak,1930.3
10018 CARTVLR 23851 CRTRVLL 3,Line,To - From,-149.1,149.1,Hard Constraint,DCONLNG5,JUN_2026,PeakWD,1352.38
10018 CARTVLR 23853 SU_EILA 2,Line,From - To,167.1,167.1,Hard Constraint,SW_BLNG5,FEB_2026,Off-peak,981.3
10018 CARTVLR 23853 SU_EILA 2,Line,From - To,162.8,162.8,Hard Constraint,DCONLNG5,MAR_2026,Off-peak,14.22
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-137.2,137.2,Hard Constraint,DWLFMET5,APR_2026,Off-peak,6245.15
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-144.9,144.9,Hard Constraint,DWLFMET5,FEB_2026,Off-peak,9056.68
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-151.9,151.9,Hard Constraint,DMOSME25,JAN_2026,Off-peak,2244.72
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-151.9,151.9,Hard Constraint,DWLFMET5,JAN_2026,Off-peak,3466.11
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-129.5,129.5,Hard Constraint,DMOSME25,JUN_2026,Off-peak,11474.54
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-141.4,141.4,Hard Constraint,DWLFMET5,MAR_2026,Off-peak,7840.82
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-133.7,133.7,Hard Constraint,DMOSME25,MAY_2026,Off-peak,2718.16
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-137.2,137.2,Hard Constraint,DMOSME25,APR_2026,PeakWD,1737.75
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-137.2,137.2,Hard Constraint,DWLFMET5,APR_2026,PeakWD,519.86
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-144.9,144.9,Hard Constraint,DMOSME25,FEB_2026,PeakWD,720.68
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-144.9,144.9,Hard Constraint,DWLFMET5,FEB_2026,PeakWD,1570.43
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-151.9,151.9,Hard Constraint,DMOSME25,JAN_2026,PeakWD,1791.93
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-129.5,129.5,Hard Constraint,DMOSME25,JUN_2026,PeakWD,6010.99
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-141.4,141.4,Hard Constraint,DMOSME25,MAR_2026,PeakWD,148.37
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-141.4,141.4,Hard Constraint,DWLFMET5,MAR_2026,PeakWD,1456.77
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-133.7,133.7,Hard Constraint,DMOSME25,MAY_2026,PeakWD,4583.88
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-133.7,133.7,Hard Constraint,DWLFMET5,MAY_2026,PeakWD,268.99
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-137.2,137.2,Hard Constraint,DMOSME25,APR_2026,PeakWE,238.34
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-137.2,137.2,Hard Constraint,DWLFMET5,APR_2026,PeakWE,286.77
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-144.9,144.9,Hard Constraint,DWLFMET5,FEB_2026,PeakWE,193.57
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-151.9,151.9,Hard Constraint,DMOSME25,JAN_2026,PeakWE,377.89
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-129.5,129.5,Hard Constraint,DMOSME25,JUN_2026,PeakWE,655.01
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-141.4,141.4,Hard Constraint,DMOSME25,MAR_2026,PeakWE,1512.29
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-133.7,133.7,Hard Constraint,DMOSME25,MAY_2026,PeakWE,671.42
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-280.0,280.0,Hard Constraint,DODEMOS5,APR_2026,Off-peak,382.6
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-284.9,284.9,Hard Constraint,DODEMOS5,FEB_2026,Off-peak,704.8
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-282.8,282.8,Hard Constraint,DODEMOS5,MAR_2026,Off-peak,76.62
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-277.9,277.9,Hard Constraint,DODEMOS5,MAY_2026,Off-peak,241.45
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-280.0,280.0,Hard Constraint,DODEMOS5,APR_2026,PeakWD,314.11
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-284.9,284.9,Hard Constraint,DODEMOS5,FEB_2026,PeakWD,370.3
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-289.8,289.8,Hard Constraint,DODEMOS5,JAN_2026,PeakWD,79.96
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-277.9,277.9,Hard Constraint,DODEMOS5,MAY_2026,PeakWD,90.38
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-280.0,280.0,Hard Constraint,DODEMOS5,APR_2026,PeakWE,66.03
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-284.9,284.9,Hard Constraint,DODEMOS5,FEB_2026,PeakWE,49.5
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-289.8,289.8,Hard Constraint,DODEMOS5,JAN_2026,PeakWE,52.65
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-275.1,275.1,Hard Constraint,DODEMOS5,JUN_2026,PeakWE,12.98
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-282.8,282.8,Hard Constraint,DODEMOS5,MAR_2026,PeakWE,13.39
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-277.9,277.9,Hard Constraint,DODEMOS5,MAY_2026,PeakWE,179.81
1019 MOSS_8 1129 WESTOVER 1,Line,To - From,-284.9,284.9,Hard Constraint,DODEMOS5,FEB_2026,PeakWD,52.74
1019 MOSS_8 1129 WESTOVER 1,Line,From - To,277.9,277.9,Hard Constraint,SODNOD38,MAY_2026,PeakWD,5.6
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,263.0,263.0,Hard Constraint,DWLFMET5,APR_2026,Off-peak,142.24
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-263.0,263.0,Hard Constraint,DWLFYU18,APR_2026,Off-peak,61.95
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,271.1,271.1,Hard Constraint,DWLFMET5,FEB_2026,Off-peak,92.69
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-271.1,271.1,Hard Constraint,DWLFYU18,FEB_2026,Off-peak,159.03
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,279.1,279.1,Hard Constraint,DWLFMET5,JAN_2026,Off-peak,202.66
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-279.1,279.1,Hard Constraint,DWLFYU18,JAN_2026,Off-peak,89.68
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,267.0,267.0,Hard Constraint,DWLFMET5,MAR_2026,Off-peak,229.77
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,259.0,259.0,Hard Constraint,DWLFMET5,MAY_2026,Off-peak,60.18
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-259.0,259.0,Hard Constraint,DWLFYU18,MAY_2026,Off-peak,130.68
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,263.0,263.0,Hard Constraint,DWLFMET5,APR_2026,PeakWD,54.11
