DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-24.7,24.7,Hard Constraint,SCRNODE8,AUG_2027,Off-peak,687.99
10002 FOUNDRY 71199 L_ARCO_ 1,Line,From - To,24.7,24.7,Hard Constraint,SCRNODE8,AUG_2027,Off-peak,109.47
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-24.7,24.7,Hard Constraint,SCRNODE8,JUL_2027,Off-peak,1002.78
10002 FOUNDRY 71199 L_ARCO_ 1,Line,From - To,24.7,24.7,Hard Constraint,SCRNODE8,JUL_2027,Off-peak,124.82
10002 FOUNDRY 71199 L_ARCO_ 1,Line,To - From,-26.2,26.2,Hard Constraint,SCRNODE8,OCT_2027,Off-peak,131.21
10002 FOUNDRY 71199 L_ARCO_ 1,Line,From - To,25.5,25.5,Hard Constraint,SCRNODE8,SEP_2027,Off-peak,141.71
10002 FOUNDRY 71199 L_ARCO_ 1,Line,From - To,25.5,25.5,Hard Constraint,SCRNODE8,SEP_2027,PeakWE,118.28
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,AUG_2027,Off-peak,170.59
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2027,Off-peak,132.02
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,81.4,81.4,Hard Constraint,SARYYUC8,NOV_2027,Off-peak,2.14
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2027,Off-peak,15.18
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2027,Off-peak,26.89
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,82.0,82.0,Hard Constraint,SARYYUC8,DEC_2027,PeakWD,17.96
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2027,PeakWD,38.93
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2027,PeakWD,12.75
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2027,PeakWD,84.52
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,AUG_2027,PeakWE,15.05
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,82.0,82.0,Hard Constraint,SARYYUC8,DEC_2027,PeakWE,9.93
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2027,PeakWE,14.88
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,81.4,81.4,Hard Constraint,SARYYUC8,NOV_2027,PeakWE,10.95
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2027,PeakWE,27.23
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2027,PeakWE,25.49
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-37.0,37.0,Hard Constraint,DMOSME25,AUG_2027,Off-peak,21917.58
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-42.4,42.4,Hard Constraint,DMOSME25,DEC_2027,Off-peak,6296.5
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-42.4,42.4,Hard Constraint,DWLFMET5,DEC_2027,Off-peak,12778.54
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-37.0,37.0,Hard Constraint,DWLFMET5,JUL_2027,Off-peak,18763.17
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-41.4,41.4,Hard Constraint,DMOSME25,NOV_2027,Off-peak,5121.46
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-41.4,41.4,Hard Constraint,DWLFMET5,NOV_2027,Off-peak,7490.54
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-39.2,39.2,Hard Constraint,DMOSME25,OCT_2027,Off-peak,3746.67
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-39.2,39.2,Hard Constraint,DWLFMET5,OCT_2027,Off-peak,20081.13
