SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,SEP_2027,PeakWE,-18.808958
DSWL_BES1,SEP_2027,PeakWE,-4.330251
HRNT_SLR_RN,SEP_2027,PeakWE,-0.216619
WRSBES_BESS1,SEP_2027,PeakWE,-19.627506
SBEAN_BESS,SEP_2027,PeakWE,-18.972250
REDBARN_RN,SEP_2027,PeakWE,-16.432428
VISION_RN,SEP_2027,PeakWE,-3.703519
GRIF_TRL_RN,SEP_2027,PeakWE,-1.546134
PERE_SLR_RN,SEP_2027,PeakWE,2.069113
VIC_VICTORG6,SEP_2027,PeakWE,0.179478
VIC_VICTORG5,SEP_2027,PeakWE,0.179478
MYR_ALL,SEP_2027,PeakWE,-3.871634
CEDROHI_CHW1,SEP_2027,PeakWE,2.329144
HAMI_BESS_RN,SEP_2027,PeakWE,-16.823775
CMPD_SLR_RN,SEP_2027,PeakWE,1.813536
BRP_ZPT1_RN,SEP_2027,PeakWE,-6.715804
N_MRD_ESR_RN,SEP_2027,PeakWE,-5.880656
SPNC_SPNCE_5,SEP_2027,PeakWE,-3.902010
RIOG_ESR2_RN,SEP_2027,PeakWE,-4.615176
VORT_ALL_RN,SEP_2027,PeakWE,-1.927260
SPNC_SPNCE_4,SEP_2027,PeakWE,-3.902010
SAN_SANMIGG1,SEP_2027,PeakWE,0.229788
SC2SES_UNIT1,SEP_2027,PeakWE,-3.827470
MCLNSLR_RN,SEP_2027,PeakWE,-11.739014
CBECII_CT7,SEP_2027,PeakWE,-0.601366
WILDWIND_ALL,SEP_2027,PeakWE,-3.785353
MU_RN,SEP_2027,PeakWE,-5.651479
TGCCS_ALL,SEP_2027,PeakWE,-3.688565
HB_NORTH,SEP_2027,PeakWE,-3.399179
COTPLNS_RN,SEP_2027,PeakWE,-0.297503
SIG_SLR_RN,SEP_2027,PeakWE,-4.338464
CISC_RN,SEP_2027,PeakWE,-13.856612
TYSN_SLR_RN,SEP_2027,PeakWE,-2.822555
CALAVER_JKS2,SEP_2027,PeakWE,-6.908193
CALAVER_JKS1,SEP_2027,PeakWE,-6.908193
FALFUR_RN2,SEP_2027,PeakWE,0.839144
FORTMA_RN,SEP_2027,PeakWE,-7.713122
CALAVER_JTD2,SEP_2027,PeakWE,-6.402072
CALAVER_JTD1,SEP_2027,PeakWE,-6.402072
HHGT_KENDAL,SEP_2027,PeakWE,-5.402578
BRPMAGNO_RN,SEP_2027,PeakWE,-7.002135
PEARSALL_RN,SEP_2027,PeakWE,-4.612321
LASSO_GEN,SEP_2027,PeakWE,-17.137572
HEN_RN,SEP_2027,PeakWE,-2.771578
LGE_LGE_GT2,SEP_2027,PeakWE,1.191419
LGE_LGE_GT1,SEP_2027,PeakWE,1.191419
RIPPEY_ALL,SEP_2027,PeakWE,-4.050093
SANDHSYD6_7,SEP_2027,PeakWE,-7.816167
BRP_PBL2_RN,SEP_2027,PeakWE,-14.701118
DC_R,SEP_2027,PeakWE,-2.848231
PAVO_ESS_ALL,SEP_2027,PeakWE,-18.549854
ESCONDID_ESR,SEP_2027,PeakWE,-14.739014
DC_N,SEP_2027,PeakWE,-0.382429
PISG_RN_ALL,SEP_2027,PeakWE,-3.713114
ALGOD_ALL_RN,SEP_2027,PeakWE,3.765062
DC_L,SEP_2027,PeakWE,5.597621
TNSKA_CCU,SEP_2027,PeakWE,-2.823220
VANCOURT_RN,SEP_2027,PeakWE,2.930609
LPCCS_UNIT1,SEP_2027,PeakWE,-2.588068
DC_E,SEP_2027,PeakWE,-3.593336
LPCCS_UNIT2,SEP_2027,PeakWE,-2.588068
NCARBID_PUN1,SEP_2027,PeakWE,-3.056784
NCARBID_PUN2,SEP_2027,PeakWE,-3.055687
K2_DGR1_RN,SEP_2027,PeakWE,-6.579216
CN_BRKS_UNT1,SEP_2027,PeakWE,-0.305097
FAGUSSLR_RN,SEP_2027,PeakWE,-0.855474
QALSW_ALL,SEP_2027,PeakWE,-15.498849
LZ_AEN,SEP_2027,PeakWE,-7.736167
WAP_WAPGT_1,SEP_2027,PeakWE,-4.697484
TXCTY_CTB,SEP_2027,PeakWE,-7.159320
TXCTY_CTC,SEP_2027,PeakWE,-7.159320
TORR_ALL,SEP_2027,PeakWE,3.957621
TXCTY_CTA,SEP_2027,PeakWE,-7.159320
REDFISH_ALL,SEP_2027,PeakWE,-0.360939
PANDA_T2_ST1,SEP_2027,PeakWE,-2.911860
SWT_BESS_RN,SEP_2027,PeakWE,-14.487472
DECKER_GT,SEP_2027,PeakWE,-8.268108
OBERON_U1,SEP_2027,PeakWE,-17.450838
GRAN_SLR_RN,SEP_2027,PeakWE,-4.724044
MISAE_GEN_RN,SEP_2027,PeakWE,-0.722508
N_AL_BESS_RN,SEP_2027,PeakWE,-4.172567
ANEM_ESS_RN,SEP_2027,PeakWE,2.961940
ASCK_SLR_RN,SEP_2027,PeakWE,0.003623
LOWR_ESS_RN,SEP_2027,PeakWE,-4.750804
ZIER_SLR_ALL,SEP_2027,PeakWE,-13.231137
RSK_RN,SEP_2027,PeakWE,-5.941038
BAYC_BESS_RN,SEP_2027,PeakWE,-4.593030
WHCCS2_4,SEP_2027,PeakWE,-3.312864
RN_ECEC_HOLT,SEP_2027,PeakWE,-17.275901
BOSQ_BSQS_12,SEP_2027,PeakWE,0.042789
FLTCK_SSI,SEP_2027,PeakWE,-8.229179
NED_NEDIN_G1,SEP_2027,PeakWE,-3.609021
LONEWOLF_ALL,SEP_2027,PeakWE,-3.974346
NED_NEDIN_G2,SEP_2027,PeakWE,-4.409021
NED_NEDIN_G3,SEP_2027,PeakWE,-3.563889
BRISCOE_WIND,SEP_2027,PeakWE,-0.441543
ELSAUZ_ALL,SEP_2027,PeakWE,3.626417
BOSQ_BSQSU_5,SEP_2027,PeakWE,0.042789
RTLSNAKE_BT,SEP_2027,PeakWE,-18.961381
COTTON_PAP2,SEP_2027,PeakWE,0.987730
JUNCTION_RN,SEP_2027,PeakWE,-15.818807
HI_LONEB_RN1,SEP_2027,PeakWE,-9.811112
WAL_RN,SEP_2027,PeakWE,-8.060964
TGS_GT01,SEP_2027,PeakWE,-4.710799
CRWN_SLR_UN1,SEP_2027,PeakWE,-2.569699
FERGCC_GT2_3,SEP_2027,PeakWE,-6.403122
MLSES_UNIT1,SEP_2027,PeakWE,-3.633933
MLSES_UNIT2,SEP_2027,PeakWE,-3.633933
MLSES_UNIT3,SEP_2027,PeakWE,-3.633933
ROW_ALL,SEP_2027,PeakWE,-1.022639
MWEC_G1,SEP_2027,PeakWE,-9.551651
E_BLACK_RN,SEP_2027,PeakWE,-6.415185
JAR_RN,SEP_2027,PeakWE,-1.596940
MILTON_RN,SEP_2027,PeakWE,-3.002821
CHE_PUN2,SEP_2027,PeakWE,-5.979786
CHE_PUN1,SEP_2027,PeakWE,-5.979786
THW_1_CCU,SEP_2027,PeakWE,-5.386056
BAKE_RN_ALL,SEP_2027,PeakWE,-2.801464
JC_BAT_RN,SEP_2027,PeakWE,-6.462562
HB_PAN,SEP_2027,PeakWE,-0.487044
SANDLAKE_RN,SEP_2027,PeakWE,-18.751381
DIVR_SLR_RN,SEP_2027,PeakWE,-2.724649
BOSQ_BSQS_34,SEP_2027,PeakWE,-1.506534
TNS_SLR_ALL,SEP_2027,PeakWE,-2.518033
GZ_RN,SEP_2027,PeakWE,-5.758743
GBY_GT,SEP_2027,PeakWE,-6.063625
FENCESLR_ALL,SEP_2027,PeakWE,-4.027633
FLCNS_UNIT2,SEP_2027,PeakWE,-6.264564
FLCNS_UNIT1,SEP_2027,PeakWE,-6.264564
TOPAZ_ALL,SEP_2027,PeakWE,-7.202618
CORAZON_RN,SEP_2027,PeakWE,3.957621
LGW_UNIT_ALL,SEP_2027,PeakWE,-3.001732
GWEC_G1,SEP_2027,PeakWE,-6.260150
PANDA_S_ST1,SEP_2027,PeakWE,-4.100093
WHCCS_CT1_ST,SEP_2027,PeakWE,-3.313364
BOCO_ESS_RN,SEP_2027,PeakWE,-8.185792
FRNYPP_1_CCU,SEP_2027,PeakWE,-3.407342
TGW_T1_T2,SEP_2027,PeakWE,2.850877
CHIL_SLR,SEP_2027,PeakWE,-3.131860
COYOTSPR_RN,SEP_2027,PeakWE,-19.356004
SAMSON_ALL,SEP_2027,PeakWE,-3.479537
TTWEC_G1,SEP_2027,PeakWE,-3.880339
WIPOPA_3_4,SEP_2027,PeakWE,-0.872040
JUNG_SLR_RN,SEP_2027,PeakWE,-3.327522
WOODWRD1_RN,SEP_2027,PeakWE,-18.489981
LAPETUS_U1,SEP_2027,PeakWE,-17.398232
LV5_UNIT1,SEP_2027,PeakWE,-4.032186
FRNYPP_2_CCU,SEP_2027,PeakWE,-3.407342
FLOWERII_RN,SEP_2027,PeakWE,-18.819487
PNPI_GT2_RN,SEP_2027,PeakWE,-4.697484
LFSTH_RN,SEP_2027,PeakWE,-3.916474
