DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-81.4,81.4,Hard Constraint,SARYYUC8,FEB_2027,Off-peak,298.82
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-82.8,82.8,Hard Constraint,SARYYUC8,JAN_2027,Off-peak,395.27
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-78.6,78.6,Hard Constraint,SARYYUC8,JUN_2027,Off-peak,291.35
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-78.6,78.6,Hard Constraint,SARYYUC8,JUN_2027,PeakWD,230.94
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-78.6,78.6,Hard Constraint,SARYYUC8,JUN_2027,PeakWE,17.9
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-159.0,159.0,Hard Constraint,DWLFYUC8,APR_2027,Off-peak,73.13
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-163.0,163.0,Hard Constraint,DWLFYUC8,FEB_2027,Off-peak,224.62
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-165.4,165.4,Hard Constraint,DWLFYUC8,JAN_2027,Off-peak,203.58
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-153.0,153.0,Hard Constraint,DWLFYUC8,JUN_2027,Off-peak,220.68
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-161.6,161.6,Hard Constraint,DWLFYUC8,MAR_2027,Off-peak,94.33
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-156.0,156.0,Hard Constraint,DWLFYUC8,MAY_2027,Off-peak,461.23
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-159.0,159.0,Hard Constraint,DWLFYUC8,APR_2027,PeakWD,73.32
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-153.0,153.0,Hard Constraint,DWLFYUC8,JUN_2027,PeakWD,36.14
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-161.6,161.6,Hard Constraint,DWLFYUC8,MAR_2027,PeakWD,123.21
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-159.0,159.0,Hard Constraint,DWLFYUC8,APR_2027,PeakWE,25.81
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-153.0,153.0,Hard Constraint,DWLFYUC8,JUN_2027,PeakWE,75.02
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-156.0,156.0,Hard Constraint,DWLFYUC8,MAY_2027,PeakWE,24.3
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-81.4,81.4,Hard Constraint,DODEMOS5,FEB_2027,Off-peak,1830.26
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-82.8,82.8,Hard Constraint,DODEMOS5,JAN_2027,Off-peak,422.44
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-78.6,78.6,Hard Constraint,DODEMOS5,JUN_2027,Off-peak,106.28
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-79.4,79.4,Hard Constraint,DODEMOS5,MAY_2027,Off-peak,3.09
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-81.4,81.4,Hard Constraint,DODEMOS5,FEB_2027,PeakWD,238.17
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-82.8,82.8,Hard Constraint,DODEMOS5,JAN_2027,PeakWD,235.86
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-80.8,80.8,Hard Constraint,DODEMOS5,MAR_2027,PeakWD,72.23
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-79.4,79.4,Hard Constraint,DODEMOS5,MAY_2027,PeakWD,29.65
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-80.0,80.0,Hard Constraint,DODEMOS5,APR_2027,PeakWE,4.07
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-81.4,81.4,Hard Constraint,DODEMOS5,FEB_2027,PeakWE,104.08
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-82.8,82.8,Hard Constraint,DODEMOS5,JAN_2027,PeakWE,71.82
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-78.6,78.6,Hard Constraint,DODEMOS5,JUN_2027,PeakWE,39.49
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-80.8,80.8,Hard Constraint,DODEMOS5,MAR_2027,PeakWE,25.91
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-79.4,79.4,Hard Constraint,DODEMOS5,MAY_2027,PeakWE,101.36
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-75.1,75.1,Hard Constraint,DWLFYU18,APR_2027,Off-peak,63.4
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,68.3,68.3,Hard Constraint,,FEB_2027,Off-peak,3.08
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,79.7,79.7,Hard Constraint,DODEWL58,JAN_2027,Off-peak,27.66
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,63.1,63.1,Hard Constraint,,JUN_2027,Off-peak,115.62
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,64.8,64.8,Hard Constraint,,MAY_2027,Off-peak,24.73
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,66.0,66.0,Hard Constraint,,APR_2027,PeakWD,140.71
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,68.3,68.3,Hard Constraint,,FEB_2027,PeakWD,137.73
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,79.7,79.7,Hard Constraint,DODEWL58,JAN_2027,PeakWD,84.23
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-79.7,79.7,Hard Constraint,DWLFYU18,JAN_2027,PeakWD,1.84
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,63.1,63.1,Hard Constraint,,JUN_2027,PeakWD,92.83
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-76.3,76.3,Hard Constraint,DWLFYU18,MAR_2027,PeakWD,13.32
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,67.1,67.1,Hard Constraint,,MAR_2027,PeakWD,133.15
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,64.8,64.8,Hard Constraint,,MAY_2027,PeakWD,3.18
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,66.0,66.0,Hard Constraint,,APR_2027,PeakWE,44.47
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-77.4,77.4,Hard Constraint,DWLFYU18,FEB_2027,PeakWE,3.76
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,79.7,79.7,Hard Constraint,DODEWL58,JAN_2027,PeakWE,69.03
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,63.1,63.1,Hard Constraint,,JUN_2027,PeakWE,36.89
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-76.3,76.3,Hard Constraint,DWLFYU18,MAR_2027,PeakWE,0.75
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,67.1,67.1,Hard Constraint,,MAR_2027,PeakWE,32.83
1019 MOSS_8 1292 ECTRHARP 1,Line,From - To,64.8,64.8,Hard Constraint,,MAY_2027,PeakWE,15.29
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-198.9,198.9,Hard Constraint,DCONLNG5,APR_2027,Off-peak,3119.82
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-206.5,206.5,Hard Constraint,DCONLNG5,FEB_2027,Off-peak,458.41
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,Off-peak,2929.62
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-202.7,202.7,Hard Constraint,DCONLNG5,MAR_2027,Off-peak,2019.71
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-195.0,195.0,Hard Constraint,DCONLNG5,MAY_2027,Off-peak,4716.94
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-198.9,198.9,Hard Constraint,DCONLNG5,APR_2027,PeakWD,6087.87
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-206.5,206.5,Hard Constraint,DCONLNG5,FEB_2027,PeakWD,3641.51
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-214.2,214.2,Hard Constraint,DCONLNG5,JAN_2027,PeakWD,5268.18
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,PeakWD,4139.15
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-202.7,202.7,Hard Constraint,DCONLNG5,MAR_2027,PeakWD,6203.66
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-195.0,195.0,Hard Constraint,DCONLNG5,MAY_2027,PeakWD,7867.55
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-198.9,198.9,Hard Constraint,DCONLNG5,APR_2027,PeakWE,2653.31
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-206.5,206.5,Hard Constraint,DCONLNG5,FEB_2027,PeakWE,2023.11
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-214.2,214.2,Hard Constraint,DCONLNG5,JAN_2027,PeakWE,3175.56
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,PeakWE,1882.09
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-202.7,202.7,Hard Constraint,DCONLNG5,MAR_2027,PeakWE,3149.67
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-195.0,195.0,Hard Constraint,DCONLNG5,MAY_2027,PeakWE,5411.2
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,APR_2027,Off-peak,2106
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-195.0,195.0,Hard Constraint,DCONLNG5,FEB_2027,Off-peak,4546.78
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-198.8,198.8,Hard Constraint,DCONLNG5,JAN_2027,Off-peak,3563.03
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,Off-peak,4675.59
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,MAR_2027,Off-peak,4503.97
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,MAY_2027,Off-peak,1857.07
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,APR_2027,PeakWD,1566.89
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-195.0,195.0,Hard Constraint,DCONLNG5,FEB_2027,PeakWD,81.37
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-198.8,198.8,Hard Constraint,DCONLNG5,JAN_2027,PeakWD,512.44
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,PeakWD,1580.32
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,MAR_2027,PeakWD,2769.88
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,APR_2027,PeakWE,81.14
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-198.8,198.8,Hard Constraint,DCONLNG5,JAN_2027,PeakWE,514.83
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,JUN_2027,PeakWE,356.98
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-191.2,191.2,Hard Constraint,DCONLNG5,MAR_2027,PeakWE,747.97
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,82.8,82.8,Hard Constraint,DODEMOS5,JAN_2027,PeakWE,46.77
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,APR_2027,Off-peak,14080.96
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DODEMOS5,FEB_2027,Off-peak,7281.8
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,43.2,43.2,Hard Constraint,DODEMOS5,JAN_2027,Off-peak,8136.64
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,MAR_2027,Off-peak,11193.53
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,MAY_2027,Off-peak,14595.56
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,APR_2027,PeakWD,4726.39
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DODEMOS5,FEB_2027,PeakWD,6116.69
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,43.2,43.2,Hard Constraint,DODEMOS5,JAN_2027,PeakWD,8601.6
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,MAR_2027,PeakWD,6975.06
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,MAY_2027,PeakWD,4816.61
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,APR_2027,PeakWE,1845.59
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DODEMOS5,FEB_2027,PeakWE,3677.33
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,43.2,43.2,Hard Constraint,DODEMOS5,JAN_2027,PeakWE,3641.76
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DODEMOS5,MAR_2027,PeakWE,2638.44
