TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP
03/04/2026,PSG_PSG_GT3,CHAMON_UN1,Off-peak,04/01/2026,-0.7827,-0.4132
03/04/2026,OWF_OWF,ODESW_RN,Off-peak,04/01/2026,-63.427,-6.5486
03/04/2026,OGSES_2,HB_NORTH,Off-peak,04/01/2026,-2.9953,-1.011
03/04/2026,OGSES_1,HB_NORTH,Off-peak,04/01/2026,-2.9953,-1.011
03/04/2026,NUE_NUECESG7,OXY_PUN2,Off-peak,04/01/2026,-0.3862,-0.4243
03/04/2026,NUE_NUECESG7,NED_NEDIN_G1,Off-peak,04/01/2026,-7.1822,-3.4086
03/04/2026,NUE_NUECESG7,ALGOD_ALL_RN,Off-peak,04/01/2026,-4.6435,-2.0696
03/04/2026,LGD_LANGFORD,YNG_WND_ALL,Off-peak,04/01/2026,-29.0528,-4.9999
03/04/2026,LEG_LEG_G1,HB_NORTH,Off-peak,04/01/2026,-2.2655,-0.7906
03/04/2026,KEO_KEO_SM1,HI_LONE_ALL,Off-peak,04/01/2026,-38.066,-3.0162
03/04/2026,JACKCNTY_CT2,JCKCNTY2_ST2,Off-peak,04/01/2026,-2.5157,-2.0273
03/04/2026,FREC_1_CCU,LZ_RAYBN,Off-peak,04/01/2026,-1.5202,-0.2796
03/04/2026,DIB_DIB_G1,LZ_HOUSTON,Off-peak,04/01/2026,-0.5629,-1.7926
03/04/2026,CPSES_UNIT1,HB_NORTH,Off-peak,04/01/2026,-0.0185,0.7683
03/04/2026,PHOEBE_ALL,LONESTAR_RN,Off-peak,04/01/2026,-2.0629,0.8838
03/04/2026,MIL_MILG1_2,BOSQ_BSQSU_5,Off-peak,04/01/2026,-5.3634,0.3671
03/04/2026,FRNYPP_2_CCU,STEA_STEAM_1,Off-peak,04/01/2026,-1.067,0.02
03/04/2026,FORMOSA_PUN2,VICTPORT_RN,Off-peak,04/01/2026,-1.3403,0.06
03/04/2026,FAL_FALCONG1,INGLCO_PUN2,Off-peak,04/01/2026,-5.619,3.7248
03/04/2026,DC2SES_ALL,CHISMGRD_RN,Off-peak,04/01/2026,-5.6208,-0.8442
03/04/2026,CSC_CSECG1_2,STP_STP_G1,Off-peak,04/01/2026,-28.7274,-5.0376
03/04/2026,CSC_CSECG1_2,LONEWOLF_ALL,Off-peak,04/01/2026,-11.7583,-3.3443
03/04/2026,CSC_CSECG1_2,RAT_RN_1,Off-peak,04/01/2026,-3.5241,-0.6884
03/04/2026,CHE_LYD,CHEDPW_GT2,Off-peak,04/01/2026,-0.045,-0.0124
03/04/2026,KARAKAW1_1,LBRA_BES1,Off-peak,04/01/2026,-0.0128,1.984
03/04/2026,PALMWI_UNIT1,CAMWIND_RN,Off-peak,04/01/2026,-0.1861,-0.0366
03/04/2026,JC_BAT_RN,PLN_ALL,Off-peak,04/01/2026,-28.6352,-3.0277
03/04/2026,RN_APOGEE,HHOLLW3_WND1,Off-peak,04/01/2026,-0.5455,1.7917
03/04/2026,BCH_RN,WES_ALL,Off-peak,04/01/2026,-0.0726,0.0133
03/04/2026,ELS_RN_1,MDANP_CT3_4,Off-peak,04/01/2026,-13.039,-0.3523
03/04/2026,ELS_RN_1,MDANP_CT1_2,Off-peak,04/01/2026,-12.7947,-0.2553
03/04/2026,LONESTAR_RN,CEDRVALE_RN,Off-peak,04/01/2026,-0.8354,0.1258
03/04/2026,ENDPARK_ESS1,GUNMTN_NODE,Off-peak,04/01/2026,-1.4184,43.1861
03/04/2026,SPARTA_ALL,TYNAN_RN,Off-peak,04/01/2026,-10.1826,0.88
03/04/2026,ELS_RN_1,DSWL_BES1,Off-peak,04/01/2026,-12.7666,-0.2529
