SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-11.472730
WRSBES_BESS1,NOV_2025,PeakWE,-11.765511
SBEAN_BESS,NOV_2025,PeakWE,-11.108061
VISION_RN,NOV_2025,PeakWE,0.703898
VIC_VICTORG6,NOV_2025,PeakWE,-3.853358
CEDROHI_CHW1,NOV_2025,PeakWE,7.182400
REDBARN_RN,NOV_2025,PeakWE,-8.804584
GRIF_TRL_RN,NOV_2025,PeakWE,3.536209
VIC_VICTORG5,NOV_2025,PeakWE,-3.853358
MYR_ALL,NOV_2025,PeakWE,-1.333883
HAMI_BESS_RN,NOV_2025,PeakWE,-14.755514
BRP_ZPT1_RN,NOV_2025,PeakWE,4.970145
N_MRD_ESR_RN,NOV_2025,PeakWE,-1.253139
SPNC_SPNCE_5,NOV_2025,PeakWE,1.481136
VORT_ALL_RN,NOV_2025,PeakWE,3.265188
SPNC_SPNCE_4,NOV_2025,PeakWE,1.481136
SAN_SANMIGG1,NOV_2025,PeakWE,-1.082987
SC2SES_UNIT1,NOV_2025,PeakWE,1.348343
MCLNSLR_RN,NOV_2025,PeakWE,-17.664200
CBECII_CT7,NOV_2025,PeakWE,1.178651
WILDWIND_ALL,NOV_2025,PeakWE,1.098318
TGCCS_ALL,NOV_2025,PeakWE,1.507057
HB_NORTH,NOV_2025,PeakWE,1.037444
COTPLNS_RN,NOV_2025,PeakWE,5.326772
CISC_RN,NOV_2025,PeakWE,0.756974
CALAVER_JKS2,NOV_2025,PeakWE,-2.526789
CALAVER_JKS1,NOV_2025,PeakWE,-2.526789
CALAVER_JTD2,NOV_2025,PeakWE,-3.739316
CALAVER_JTD1,NOV_2025,PeakWE,-3.739316
HHGT_KENDAL,NOV_2025,PeakWE,-2.362556
BRPMAGNO_RN,NOV_2025,PeakWE,-25.492748
LASSO_GEN,NOV_2025,PeakWE,-11.455370
LGE_LGE_GT2,NOV_2025,PeakWE,0.200458
LGE_LGE_GT1,NOV_2025,PeakWE,0.200458
RIPPEY_ALL,NOV_2025,PeakWE,0.219900
SANDHSYD6_7,NOV_2025,PeakWE,-3.087209
BRP_PBL2_RN,NOV_2025,PeakWE,-16.860710
DC_R,NOV_2025,PeakWE,-0.910064
DC_N,NOV_2025,PeakWE,6.436558
PISG_RN_ALL,NOV_2025,PeakWE,0.535143
ALGOD_ALL_RN,NOV_2025,PeakWE,1.597444
DC_L,NOV_2025,PeakWE,10.231823
TNSKA_CCU,NOV_2025,PeakWE,1.991205
VANCOURT_RN,NOV_2025,PeakWE,4.775298
LPCCS_UNIT1,NOV_2025,PeakWE,1.732904
DC_E,NOV_2025,PeakWE,1.110098
LPCCS_UNIT2,NOV_2025,PeakWE,1.732904
NCARBID_PUN1,NOV_2025,PeakWE,-4.018582
NCARBID_PUN2,NOV_2025,PeakWE,-4.018173
CN_BRKS_UNT1,NOV_2025,PeakWE,5.462486
QALSW_ALL,NOV_2025,PeakWE,-8.327878
LZ_AEN,NOV_2025,PeakWE,-2.886323
WAP_WAPGT_1,NOV_2025,PeakWE,-2.286961
TXCTY_CTB,NOV_2025,PeakWE,-9.282717
TXCTY_CTC,NOV_2025,PeakWE,-9.282717
TORR_ALL,NOV_2025,PeakWE,9.677698
TXCTY_CTA,NOV_2025,PeakWE,-9.282717
REDFISH_ALL,NOV_2025,PeakWE,5.347444
PANDA_T2_ST1,NOV_2025,PeakWE,0.041396
SWT_BESS_RN,NOV_2025,PeakWE,-1.229461
DECKER_GT,NOV_2025,PeakWE,-3.187320
OBERON_U1,NOV_2025,PeakWE,-10.346527
MISAE_GEN_RN,NOV_2025,PeakWE,5.082083
N_AL_BESS_RN,NOV_2025,PeakWE,-2.574664
ZIER_SLR_ALL,NOV_2025,PeakWE,-14.228561
RSK_RN,NOV_2025,PeakWE,-1.660920
BAYC_BESS_RN,NOV_2025,PeakWE,-10.597120
WHCCS2_4,NOV_2025,PeakWE,1.550240
RN_ECEC_HOLT,NOV_2025,PeakWE,-9.610254
BOSQ_BSQS_12,NOV_2025,PeakWE,0.366540
FLTCK_SSI,NOV_2025,PeakWE,0.123032
NED_NEDIN_G1,NOV_2025,PeakWE,-2.968940
LONEWOLF_ALL,NOV_2025,PeakWE,0.249774
NED_NEDIN_G2,NOV_2025,PeakWE,-3.205390
NED_NEDIN_G3,NOV_2025,PeakWE,0.419936
BRISCOE_WIND,NOV_2025,PeakWE,5.299289
ELSAUZ_ALL,NOV_2025,PeakWE,6.078728
BOSQ_BSQSU_5,NOV_2025,PeakWE,0.366540
RTLSNAKE_BT,NOV_2025,PeakWE,-11.319127
COTTON_PAP2,NOV_2025,PeakWE,1.468660
JUNCTION_RN,NOV_2025,PeakWE,-2.085814
HI_LONEB_RN1,NOV_2025,PeakWE,-7.225895
TGS_GT01,NOV_2025,PeakWE,-4.332940
CRWN_SLR_UN1,NOV_2025,PeakWE,0.472572
FERGCC_GT2_3,NOV_2025,PeakWE,-1.887808
MLSES_UNIT1,NOV_2025,PeakWE,1.463660
MLSES_UNIT2,NOV_2025,PeakWE,1.463660
MLSES_UNIT3,NOV_2025,PeakWE,1.463660
ROW_ALL,NOV_2025,PeakWE,-1.099657
MWEC_G1,NOV_2025,PeakWE,1.011053
E_BLACK_RN,NOV_2025,PeakWE,-1.923249
CHE_PUN2,NOV_2025,PeakWE,-3.669156
CHE_PUN1,NOV_2025,PeakWE,-3.669156
THW_1_CCU,NOV_2025,PeakWE,-2.660952
JC_BAT_RN,NOV_2025,PeakWE,-2.150508
HB_PAN,NOV_2025,PeakWE,5.209862
BOSQ_BSQS_34,NOV_2025,PeakWE,0.368331
GBY_GT,NOV_2025,PeakWE,-3.405188
FLCNS_UNIT3,NOV_2025,PeakWE,-0.822106
FENCESLR_ALL,NOV_2025,PeakWE,2.287588
FLCNS_UNIT2,NOV_2025,PeakWE,-0.822106
FLCNS_UNIT1,NOV_2025,PeakWE,-0.822106
TOPAZ_ALL,NOV_2025,PeakWE,-9.276696
CORAZON_RN,NOV_2025,PeakWE,10.163003
LGW_UNIT_ALL,NOV_2025,PeakWE,1.384764
GWEC_G1,NOV_2025,PeakWE,-0.891628
PANDA_S_ST1,NOV_2025,PeakWE,0.714498
WHCCS_CT1_ST,NOV_2025,PeakWE,1.549744
FRNYPP_1_CCU,NOV_2025,PeakWE,1.087444
TGW_T1_T2,NOV_2025,PeakWE,5.347444
COYOTSPR_RN,NOV_2025,PeakWE,-11.615050
SAMSON_ALL,NOV_2025,PeakWE,1.060879
TTWEC_G1,NOV_2025,PeakWE,1.549888
WIPOPA_3_4,NOV_2025,PeakWE,-1.799615
WOODWRD1_RN,NOV_2025,PeakWE,-11.546779
LAPETUS_U1,NOV_2025,PeakWE,-9.826294
LV5_UNIT1,NOV_2025,PeakWE,0.347444
FRNYPP_2_CCU,NOV_2025,PeakWE,1.087444
FLOWERII_RN,NOV_2025,PeakWE,-11.272440
PNPI_GT2_RN,NOV_2025,PeakWE,-2.286961
LFSTH_RN,NOV_2025,PeakWE,1.312399
CONIGLIO_RN,NOV_2025,PeakWE,-0.104194
MARBFA,NOV_2025,PeakWE,-2.677503
HAYSEN1_2,NOV_2025,PeakWE,-2.258321
FLUVANNA_1_2,NOV_2025,PeakWE,3.532319
CBY4_ALL,NOV_2025,PeakWE,-4.801822
ROSELAND_ALL,NOV_2025,PeakWE,0.998219
TC_PUN1,NOV_2025,PeakWE,-2.668783
TC_PUN2,NOV_2025,PeakWE,-2.668783
TURQ_BESS1,NOV_2025,PeakWE,0.910730
LZ_CPS,NOV_2025,PeakWE,-3.696788
PHOEBE_ALL,NOV_2025,PeakWE,-10.316590
AMADEUS_ALL,NOV_2025,PeakWE,3.418059
FERGCC_ST1_5,NOV_2025,PeakWE,-1.887808
HHOLLW2_WND1,NOV_2025,PeakWE,2.069868
HOL_ALL,NOV_2025,PeakWE,-0.549808
FAL_FALCONG1,NOV_2025,PeakWE,1.241746
FAL_FALCONG2,NOV_2025,PeakWE,1.241746
EL_RAYO_ALL,NOV_2025,PeakWE,6.482642
FAL_FALCONG3,NOV_2025,PeakWE,1.241746
CPSES_UNIT2,NOV_2025,PeakWE,1.576560
THW_THWGT5X,NOV_2025,PeakWE,-3.035484
TAV_RN,NOV_2025,PeakWE,-2.744315
CPSES_UNIT1,NOV_2025,PeakWE,1.576560
MIL_MILG1_2,NOV_2025,PeakWE,-0.718724
SWOOSEII_RN,NOV_2025,PeakWE,-11.941993
GRANDVW1_A_B,NOV_2025,PeakWE,5.309432
HB_HOUSTON,NOV_2025,PeakWE,-2.906961
ETCCS_CCU,NOV_2025,PeakWE,1.645387
SCSES_UNIT2,NOV_2025,PeakWE,1.348343
SPLAIN1_RN,NOV_2025,PeakWE,5.326772
NBOHR_RN,NOV_2025,PeakWE,-1.660920
WIPOPA_1_2,NOV_2025,PeakWE,-1.799615
LON_RN1,NOV_2025,PeakWE,-1.421162
WHMESA_U1,NOV_2025,PeakWE,-3.961692
BOARDCRK_ALL,NOV_2025,PeakWE,0.535143
