SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,OCT_2026,PeakWE,-18.574279
HRNT_SLR_RN,OCT_2026,PeakWE,7.623746
WRSBES_BESS1,OCT_2026,PeakWE,-18.922825
SBEAN_BESS,OCT_2026,PeakWE,-18.529572
REDBARN_RN,OCT_2026,PeakWE,-14.413063
GRIF_TRL_RN,OCT_2026,PeakWE,3.431233
VIC_VICTORG6,OCT_2026,PeakWE,-4.227977
VIC_VICTORG5,OCT_2026,PeakWE,-4.227977
MYR_ALL,OCT_2026,PeakWE,-1.522443
VISION_RN,OCT_2026,PeakWE,0.940231
CEDROHI_CHW1,OCT_2026,PeakWE,-0.649104
HAMI_BESS_RN,OCT_2026,PeakWE,-15.204951
CMPD_SLR_RN,OCT_2026,PeakWE,1.655869
BRP_ZPT1_RN,OCT_2026,PeakWE,-6.447472
N_MRD_ESR_RN,OCT_2026,PeakWE,-7.975535
SPNC_SPNCE_5,OCT_2026,PeakWE,0.877720
RIOG_ESR2_RN,OCT_2026,PeakWE,-7.633968
VORT_ALL_RN,OCT_2026,PeakWE,2.914977
SAN_SANMIGG1,OCT_2026,PeakWE,-2.486342
SC2SES_UNIT1,OCT_2026,PeakWE,0.816503
MCLNSLR_RN,OCT_2026,PeakWE,-14.445420
CBECII_CT7,OCT_2026,PeakWE,0.702541
WILDWIND_ALL,OCT_2026,PeakWE,1.072314
MU_RN,OCT_2026,PeakWE,-4.125152
TGCCS_ALL,OCT_2026,PeakWE,1.179292
HB_NORTH,OCT_2026,PeakWE,1.053294
COTPLNS_RN,OCT_2026,PeakWE,7.366978
SIG_SLR_RN,OCT_2026,PeakWE,0.661185
CISC_RN,OCT_2026,PeakWE,-1.020745
CALAVER_JKS2,OCT_2026,PeakWE,-6.114551
CALAVER_JKS1,OCT_2026,PeakWE,-6.114551
FORTMA_RN,OCT_2026,PeakWE,-5.994762
CALAVER_JTD2,OCT_2026,PeakWE,-5.748542
CALAVER_JTD1,OCT_2026,PeakWE,-5.748542
HHGT_KENDAL,OCT_2026,PeakWE,-4.635230
BRPMAGNO_RN,OCT_2026,PeakWE,-11.249137
PEARSALL_RN,OCT_2026,PeakWE,-6.634391
LASSO_GEN,OCT_2026,PeakWE,-17.286611
LGE_LGE_GT2,OCT_2026,PeakWE,-2.333993
LGE_LGE_GT1,OCT_2026,PeakWE,-2.333993
RIPPEY_ALL,OCT_2026,PeakWE,0.677433
SANDHSYD6_7,OCT_2026,PeakWE,-6.012747
BRP_PBL2_RN,OCT_2026,PeakWE,-15.242005
DC_R,OCT_2026,PeakWE,-7.448311
PAVO_ESS_ALL,OCT_2026,PeakWE,-16.292782
DC_N,OCT_2026,PeakWE,3.425280
ALGOD_ALL_RN,OCT_2026,PeakWE,1.560584
DC_L,OCT_2026,PeakWE,2.622470
TNSKA_CCU,OCT_2026,PeakWE,0.997081
VANCOURT_RN,OCT_2026,PeakWE,-0.879708
SPNC_SPNCE_4,OCT_2026,PeakWE,0.877720
PISG_RN_ALL,OCT_2026,PeakWE,0.805951
LPCCS_UNIT1,OCT_2026,PeakWE,1.356562
DC_E,OCT_2026,PeakWE,0.979926
LPCCS_UNIT2,OCT_2026,PeakWE,1.356562
NCARBID_PUN1,OCT_2026,PeakWE,-5.641447
NCARBID_PUN2,OCT_2026,PeakWE,-5.641381
CN_BRKS_UNT1,OCT_2026,PeakWE,7.441174
QALSW_ALL,OCT_2026,PeakWE,-15.429890
LZ_AEN,OCT_2026,PeakWE,-6.476738
WAP_WAPGT_1,OCT_2026,PeakWE,-1.655075
TXCTY_CTB,OCT_2026,PeakWE,-6.611831
TXCTY_CTC,OCT_2026,PeakWE,-6.611831
TORR_ALL,OCT_2026,PeakWE,1.257749
TXCTY_CTA,OCT_2026,PeakWE,-6.611831
REDFISH_ALL,OCT_2026,PeakWE,0.092412
PANDA_T2_ST1,OCT_2026,PeakWE,0.257997
SWT_BESS_RN,OCT_2026,PeakWE,-4.814396
DECKER_GT,OCT_2026,PeakWE,-6.201575
OBERON_U1,OCT_2026,PeakWE,-18.077127
GRAN_SLR_RN,OCT_2026,PeakWE,-6.088881
MISAE_GEN_RN,OCT_2026,PeakWE,6.231831
N_AL_BESS_RN,OCT_2026,PeakWE,-9.359205
ANEM_ESS_RN,OCT_2026,PeakWE,0.526836
ASCK_SLR_RN,OCT_2026,PeakWE,1.940039
ZIER_SLR_ALL,OCT_2026,PeakWE,-13.294958
RSK_RN,OCT_2026,PeakWE,-4.086660
BAYC_BESS_RN,OCT_2026,PeakWE,-7.035973
WHCCS2_4,OCT_2026,PeakWE,1.311009
RN_ECEC_HOLT,OCT_2026,PeakWE,-17.117663
BOSQ_BSQS_12,OCT_2026,PeakWE,1.847922
FLTCK_SSI,OCT_2026,PeakWE,-1.389229
NED_NEDIN_G1,OCT_2026,PeakWE,-9.434948
LONEWOLF_ALL,OCT_2026,PeakWE,1.339826
NED_NEDIN_G2,OCT_2026,PeakWE,-9.102410
NED_NEDIN_G3,OCT_2026,PeakWE,-9.038371
BRISCOE_WIND,OCT_2026,PeakWE,7.104969
ELSAUZ_ALL,OCT_2026,PeakWE,1.411712
BOSQ_BSQSU_5,OCT_2026,PeakWE,1.847922
RTLSNAKE_BT,OCT_2026,PeakWE,-18.715360
COTTON_PAP2,OCT_2026,PeakWE,-1.142565
JUNCTION_RN,OCT_2026,PeakWE,-22.854762
HI_LONEB_RN1,OCT_2026,PeakWE,-10.014375
TGS_GT01,OCT_2026,PeakWE,-3.467016
CRWN_SLR_UN1,OCT_2026,PeakWE,2.297234
FERGCC_GT2_3,OCT_2026,PeakWE,-4.275392
MLSES_UNIT1,OCT_2026,PeakWE,1.230482
MLSES_UNIT2,OCT_2026,PeakWE,1.230482
MLSES_UNIT3,OCT_2026,PeakWE,1.230482
ROW_ALL,OCT_2026,PeakWE,-0.009982
MWEC_G1,OCT_2026,PeakWE,-1.439990
E_BLACK_RN,OCT_2026,PeakWE,-5.705943
JAR_RN,OCT_2026,PeakWE,1.343631
CHE_PUN2,OCT_2026,PeakWE,-3.268029
CHE_PUN1,OCT_2026,PeakWE,-3.268029
THW_1_CCU,OCT_2026,PeakWE,-2.146369
BAKE_RN_ALL,OCT_2026,PeakWE,1.135763
JC_BAT_RN,OCT_2026,PeakWE,-5.546211
HB_PAN,OCT_2026,PeakWE,6.887668
SANDLAKE_RN,OCT_2026,PeakWE,-18.173727
BOSQ_BSQS_34,OCT_2026,PeakWE,1.457922
TNS_SLR_ALL,OCT_2026,PeakWE,2.226902
GBY_GT,OCT_2026,PeakWE,-2.986683
FLCNS_UNIT3,OCT_2026,PeakWE,-5.035024
FENCESLR_ALL,OCT_2026,PeakWE,0.506815
FLCNS_UNIT2,OCT_2026,PeakWE,-5.035024
FLCNS_UNIT1,OCT_2026,PeakWE,-5.035024
TOPAZ_ALL,OCT_2026,PeakWE,-6.547417
CORAZON_RN,OCT_2026,PeakWE,1.337749
LGW_UNIT_ALL,OCT_2026,PeakWE,1.694331
GWEC_G1,OCT_2026,PeakWE,-2.745345
PANDA_S_ST1,OCT_2026,PeakWE,0.795145
WHCCS_CT1_ST,OCT_2026,PeakWE,1.310783
BOCO_ESS_RN,OCT_2026,PeakWE,-2.267626
FRNYPP_1_CCU,OCT_2026,PeakWE,0.377628
TGW_T1_T2,OCT_2026,PeakWE,0.238795
CHIL_SLR,OCT_2026,PeakWE,-0.054619
COYOTSPR_RN,OCT_2026,PeakWE,-18.597454
SAMSON_ALL,OCT_2026,PeakWE,0.943111
TTWEC_G1,OCT_2026,PeakWE,-1.822490
WIPOPA_3_4,OCT_2026,PeakWE,-2.955681
WOODWRD1_RN,OCT_2026,PeakWE,-16.212782
LAPETUS_U1,OCT_2026,PeakWE,-17.265727
LV5_UNIT1,OCT_2026,PeakWE,-7.281763
FRNYPP_2_CCU,OCT_2026,PeakWE,0.377628
FLOWERII_RN,OCT_2026,PeakWE,-18.467454
PNPI_GT2_RN,OCT_2026,PeakWE,-1.655075
LFSTH_RN,OCT_2026,PeakWE,0.636096
CONIGLIO_RN,OCT_2026,PeakWE,0.726700
MARBFA,OCT_2026,PeakWE,-5.804716
HAYSEN1_2,OCT_2026,PeakWE,-4.349543
HDNLAKES_RN,OCT_2026,PeakWE,-8.868864
FLUVANNA_1_2,OCT_2026,PeakWE,5.480679
CBY4_ALL,OCT_2026,PeakWE,-4.074372
ROSELAND_ALL,OCT_2026,PeakWE,2.536292
TC_PUN1,OCT_2026,PeakWE,0.273740
TC_PUN2,OCT_2026,PeakWE,0.273740
TURQ_BESS1,OCT_2026,PeakWE,-0.037941
LZ_CPS,OCT_2026,PeakWE,-5.789662
PHOEBE_ALL,OCT_2026,PeakWE,-17.949749
AMADEUS_ALL,OCT_2026,PeakWE,3.629352
FERGCC_ST1_5,OCT_2026,PeakWE,-4.275392
HHOLLW2_WND1,OCT_2026,PeakWE,1.043294
HOL_ALL,OCT_2026,PeakWE,-0.036519
FAL_FALCONG1,OCT_2026,PeakWE,-7.340101
FAL_FALCONG2,OCT_2026,PeakWE,-7.340101
EL_RAYO_ALL,OCT_2026,PeakWE,-0.523332
FAL_FALCONG3,OCT_2026,PeakWE,-7.340101
CNTRY_RN,OCT_2026,PeakWE,1.283330
FRYE_SLR_ALL,OCT_2026,PeakWE,7.289077
CPSES_UNIT2,OCT_2026,PeakWE,1.306857
THW_THWGT5X,OCT_2026,PeakWE,-2.209237
TAV_RN,OCT_2026,PeakWE,-3.783830
CPSES_UNIT1,OCT_2026,PeakWE,1.306857
MIL_MILG1_2,OCT_2026,PeakWE,-0.814869
SWOOSEII_RN,OCT_2026,PeakWE,-19.332794
GRANDVW1_A_B,OCT_2026,PeakWE,7.087180
HB_HOUSTON,OCT_2026,PeakWE,-2.435075
ETCCS_CCU,OCT_2026,PeakWE,-0.413799
SCSES_UNIT2,OCT_2026,PeakWE,0.816503
SPLAIN1_RN,OCT_2026,PeakWE,7.366978
NBOHR_RN,OCT_2026,PeakWE,-4.086660
WIPOPA_1_2,OCT_2026,PeakWE,-2.955681
LON_RN1,OCT_2026,PeakWE,-2.376917
WHMESA_U1,OCT_2026,PeakWE,-8.292673
BOARDCRK_ALL,OCT_2026,PeakWE,0.805951
JAY_RN_1,OCT_2026,PeakWE,0.766952
BYRDR_ES_ALL,OCT_2026,PeakWE,-1.609210
SBE_RN_1,OCT_2026,PeakWE,-4.416168
PHO_ALL,OCT_2026,PeakWE,0.037239
REDGATE_RN,OCT_2026,PeakWE,-8.978968
TV_RN,OCT_2026,PeakWE,-1.427030
CFLATS_UNIT,OCT_2026,PeakWE,-6.215832
AMO_AMOCO_G1,OCT_2026,PeakWE,-6.636545
AMO_AMOCO_G2,OCT_2026,PeakWE,-6.636545
MERCURY_ALL,OCT_2026,PeakWE,1.940039
JCKCNTY2_ST2,OCT_2026,PeakWE,1.455072
AMO_AMOCO_G3,OCT_2026,PeakWE,-6.636545
FORMOSA_PUN2,OCT_2026,PeakWE,-5.571447
FORMOSA_PUN1,OCT_2026,PeakWE,-5.571447
DOWGEN_PUN2,OCT_2026,PeakWE,0.341968
