DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-78.6,78.6,Hard Constraint,SARYYUC8,AUG_2026,Off-peak,51.04
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,AUG_2026,Off-peak,23.75
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,82.0,82.0,Hard Constraint,SARYYUC8,DEC_2026,Off-peak,45.29
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2026,Off-peak,18.87
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,81.4,81.4,Hard Constraint,SARYYUC8,NOV_2026,Off-peak,36.42
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2026,Off-peak,35.48
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-79.4,79.4,Hard Constraint,SARYYUC8,SEP_2026,Off-peak,86.55
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2026,Off-peak,41.35
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,AUG_2026,PeakWD,28.09
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,82.0,82.0,Hard Constraint,SARYYUC8,DEC_2026,PeakWD,88.16
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2026,PeakWD,40.15
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,81.4,81.4,Hard Constraint,SARYYUC8,NOV_2026,PeakWD,98.74
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2026,PeakWD,48.19
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2026,PeakWD,73.87
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,AUG_2026,PeakWE,28.29
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,82.0,82.0,Hard Constraint,SARYYUC8,DEC_2026,PeakWE,41.76
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,78.6,78.6,Hard Constraint,SARYYUC8,JUL_2026,PeakWE,10.58
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,81.4,81.4,Hard Constraint,SARYYUC8,NOV_2026,PeakWE,35.08
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,80.0,80.0,Hard Constraint,SARYYUC8,OCT_2026,PeakWE,48.7
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,79.4,79.4,Hard Constraint,SARYYUC8,SEP_2026,PeakWE,24.56
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-42.6,42.6,Hard Constraint,DWLFMOS5,AUG_2026,Off-peak,230.87
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-49.0,49.0,Hard Constraint,DWLFMOS5,DEC_2026,Off-peak,104.12
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,49.0,49.0,Hard Constraint,SMOSRLK8,DEC_2026,Off-peak,15.74
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-42.6,42.6,Hard Constraint,DWLFMOS5,JUL_2026,Off-peak,684.78
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-47.8,47.8,Hard Constraint,DWLFMOS5,NOV_2026,Off-peak,296.16
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,47.8,47.8,Hard Constraint,SMOSRLK8,NOV_2026,Off-peak,9.39
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-45.2,45.2,Hard Constraint,DWLFMOS5,OCT_2026,Off-peak,647.42
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,45.2,45.2,Hard Constraint,SMOSRLK8,OCT_2026,Off-peak,19.05
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-44.0,44.0,Hard Constraint,DWLFMOS5,SEP_2026,Off-peak,457.86
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-42.6,42.6,Hard Constraint,DWLFMOS5,AUG_2026,PeakWD,238.4
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-49.0,49.0,Hard Constraint,DWLFMOS5,DEC_2026,PeakWD,239.37
1013 WOLFSS_8 11292 PENWELL 1,Line,From - To,49.0,49.0,Hard Constraint,SMOSRLK8,DEC_2026,PeakWD,19.68
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-42.6,42.6,Hard Constraint,DWLFMOS5,JUL_2026,PeakWD,433.62
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-47.8,47.8,Hard Constraint,DWLFMOS5,NOV_2026,PeakWD,22.7
1013 WOLFSS_8 11292 PENWELL 1,Line,To - From,-45.2,45.2,Hard Constraint,DWLFMOS5,OCT_2026,PeakWD,195.79
