SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-16.331635
DSWL_BES1,NOV_2025,PeakWE,-1.003982
HRNT_SLR_RN,NOV_2025,PeakWE,6.653601
WRSBES_BESS1,NOV_2025,PeakWE,-16.886269
SBEAN_BESS,NOV_2025,PeakWE,-16.731560
REDBARN_RN,NOV_2025,PeakWE,-10.836876
VISION_RN,NOV_2025,PeakWE,-0.713744
GRIF_TRL_RN,NOV_2025,PeakWE,3.485615
PERE_SLR_RN,NOV_2025,PeakWE,2.093195
VIC_VICTORG6,NOV_2025,PeakWE,-1.502632
VIC_VICTORG5,NOV_2025,PeakWE,-1.502632
MYR_ALL,NOV_2025,PeakWE,-0.960206
CEDROHI_CHW1,NOV_2025,PeakWE,2.726568
HAMI_BESS_RN,NOV_2025,PeakWE,-13.393269
CMPD_SLR_RN,NOV_2025,PeakWE,5.916118
BRP_ZPT1_RN,NOV_2025,PeakWE,-3.899089
N_MRD_ESR_RN,NOV_2025,PeakWE,-3.346442
SPNC_SPNCE_5,NOV_2025,PeakWE,5.253412
RIOG_ESR2_RN,NOV_2025,PeakWE,-5.048766
VORT_ALL_RN,NOV_2025,PeakWE,2.581459
SPNC_SPNCE_4,NOV_2025,PeakWE,5.253412
SAN_SANMIGG1,NOV_2025,PeakWE,-0.455814
SC2SES_UNIT1,NOV_2025,PeakWE,-0.840602
MCLNSLR_RN,NOV_2025,PeakWE,-14.826487
CBECII_CT7,NOV_2025,PeakWE,0.116288
WILDWIND_ALL,NOV_2025,PeakWE,0.685174
MU_RN,NOV_2025,PeakWE,-1.891014
TGCCS_ALL,NOV_2025,PeakWE,-0.717621
HB_NORTH,NOV_2025,PeakWE,-0.479136
COTPLNS_RN,NOV_2025,PeakWE,6.516655
SIG_SLR_RN,NOV_2025,PeakWE,-0.788601
CISC_RN,NOV_2025,PeakWE,-2.916918
TYSN_SLR_RN,NOV_2025,PeakWE,-0.363265
CALAVER_JKS2,NOV_2025,PeakWE,-4.993069
CALAVER_JKS1,NOV_2025,PeakWE,-4.993069
FALFUR_RN2,NOV_2025,PeakWE,1.904823
FORTMA_RN,NOV_2025,PeakWE,-3.413722
CALAVER_JTD2,NOV_2025,PeakWE,-4.354887
CALAVER_JTD1,NOV_2025,PeakWE,-4.354887
HHGT_KENDAL,NOV_2025,PeakWE,-2.827687
BRPMAGNO_RN,NOV_2025,PeakWE,-2.721851
PEARSALL_RN,NOV_2025,PeakWE,-4.971040
LASSO_GEN,NOV_2025,PeakWE,-14.682837
LGE_LGE_GT2,NOV_2025,PeakWE,0.906006
LGE_LGE_GT1,NOV_2025,PeakWE,0.906006
RIPPEY_ALL,NOV_2025,PeakWE,1.481634
SANDHSYD6_7,NOV_2025,PeakWE,-3.467553
BRP_PBL2_RN,NOV_2025,PeakWE,-14.219161
DC_R,NOV_2025,PeakWE,-4.975470
PAVO_ESS_ALL,NOV_2025,PeakWE,-13.699515
DC_N,NOV_2025,PeakWE,5.308881
PISG_RN_ALL,NOV_2025,PeakWE,-0.764661
ALGOD_ALL_RN,NOV_2025,PeakWE,2.504235
DC_L,NOV_2025,PeakWE,3.813196
TNSKA_CCU,NOV_2025,PeakWE,-0.254073
VANCOURT_RN,NOV_2025,PeakWE,4.843966
LPCCS_UNIT1,NOV_2025,PeakWE,-0.038475
DC_E,NOV_2025,PeakWE,-0.495465
LPCCS_UNIT2,NOV_2025,PeakWE,-0.038475
NCARBID_PUN1,NOV_2025,PeakWE,-1.645440
NCARBID_PUN2,NOV_2025,PeakWE,-1.645376
CN_BRKS_UNT1,NOV_2025,PeakWE,6.482623
FAGUSSLR_RN,NOV_2025,PeakWE,5.413081
QALSW_ALL,NOV_2025,PeakWE,-12.243482
LZ_AEN,NOV_2025,PeakWE,-3.218579
WAP_WAPGT_1,NOV_2025,PeakWE,-1.288927
TXCTY_CTB,NOV_2025,PeakWE,-2.594532
TXCTY_CTC,NOV_2025,PeakWE,-2.594532
TORR_ALL,NOV_2025,PeakWE,3.762798
TXCTY_CTA,NOV_2025,PeakWE,-2.594532
REDFISH_ALL,NOV_2025,PeakWE,3.446530
PANDA_T2_ST1,NOV_2025,PeakWE,-1.810870
SWT_BESS_RN,NOV_2025,PeakWE,-5.174858
DECKER_GT,NOV_2025,PeakWE,-3.588560
OBERON_U1,NOV_2025,PeakWE,-15.575267
GRAN_SLR_RN,NOV_2025,PeakWE,-1.915141
MISAE_GEN_RN,NOV_2025,PeakWE,5.410675
N_AL_BESS_RN,NOV_2025,PeakWE,-10.464054
ANEM_ESS_RN,NOV_2025,PeakWE,2.849081
ASCK_SLR_RN,NOV_2025,PeakWE,4.820574
LOWR_ESS_RN,NOV_2025,PeakWE,-12.477165
