SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,FEB_2028,PeakWE,-23.219686
LMWD_SLR_RN,FEB_2028,PeakWE,-6.163267
DSWL_BES1,FEB_2028,PeakWE,-6.641685
HRNT_SLR_RN,FEB_2028,PeakWE,-1.720375
WRSBES_BESS1,FEB_2028,PeakWE,-23.207827
SBEAN_BESS,FEB_2028,PeakWE,-22.894012
REDBARN_RN,FEB_2028,PeakWE,-22.099234
VISION_RN,FEB_2028,PeakWE,-5.956788
GRIF_TRL_RN,FEB_2028,PeakWE,-4.710813
PERE_SLR_RN,FEB_2028,PeakWE,1.946022
VIC_VICTORG6,FEB_2028,PeakWE,-2.244923
VIC_VICTORG5,FEB_2028,PeakWE,-2.244923
MYR_ALL,FEB_2028,PeakWE,-2.049968
CEDROHI_CHW1,FEB_2028,PeakWE,5.050042
HAMI_BESS_RN,FEB_2028,PeakWE,-24.616705
CMPD_SLR_RN,FEB_2028,PeakWE,-3.555271
BRP_ZPT1_RN,FEB_2028,PeakWE,-0.630548
N_MRD_ESR_RN,FEB_2028,PeakWE,-1.496747
HARLIN_1_RN,FEB_2028,PeakWE,-3.490916
SPNC_SPNCE_5,FEB_2028,PeakWE,-2.051539
RIOG_ESR2_RN,FEB_2028,PeakWE,1.199316
VORT_ALL_RN,FEB_2028,PeakWE,-5.159037
SPNC_SPNCE_4,FEB_2028,PeakWE,-2.051539
SAN_SANMIGG1,FEB_2028,PeakWE,-0.239793
SC2SES_UNIT1,FEB_2028,PeakWE,-6.300632
MCLNSLR_RN,FEB_2028,PeakWE,-7.410332
CBECII_CT7,FEB_2028,PeakWE,-0.815912
WILDWIND_ALL,FEB_2028,PeakWE,-6.468703
MU_RN,FEB_2028,PeakWE,-2.940696
TGCCS_ALL,FEB_2028,PeakWE,-6.251466
HB_NORTH,FEB_2028,PeakWE,-6.358440
COTPLNS_RN,FEB_2028,PeakWE,-2.062762
SIG_SLR_RN,FEB_2028,PeakWE,-7.140732
CISC_RN,FEB_2028,PeakWE,-13.579134
TYSN_SLR_RN,FEB_2028,PeakWE,-7.489033
CALAVER_JKS2,FEB_2028,PeakWE,-8.721836
CALAVER_JKS1,FEB_2028,PeakWE,-8.721836
FALFUR_RN2,FEB_2028,PeakWE,2.241441
FORTMA_RN,FEB_2028,PeakWE,-7.773698
HHGT_KENDAL,FEB_2028,PeakWE,-5.331143
BRPMAGNO_RN,FEB_2028,PeakWE,-3.749998
PEARSALL_RN,FEB_2028,PeakWE,-4.899211
LASSO_GEN,FEB_2028,PeakWE,-22.642312
HEN_RN,FEB_2028,PeakWE,-1.877284
LGE_LGE_GT2,FEB_2028,PeakWE,2.675214
LGE_LGE_GT1,FEB_2028,PeakWE,2.675214
RIPPEY_ALL,FEB_2028,PeakWE,-3.924845
SANDHSYD6_7,FEB_2028,PeakWE,-8.015915
BRP_PBL2_RN,FEB_2028,PeakWE,-8.958132
DC_R,FEB_2028,PeakWE,1.942349
PAVO_ESS_ALL,FEB_2028,PeakWE,-24.098651
ESCONDID_ESR,FEB_2028,PeakWE,-9.336732
PINEFRST_RN,FEB_2028,PeakWE,-7.139190
DC_N,FEB_2028,PeakWE,-4.555986
PISG_RN_ALL,FEB_2028,PeakWE,-5.614339
ALGOD_ALL_RN,FEB_2028,PeakWE,2.724105
DC_L,FEB_2028,PeakWE,4.820782
TNSKA_CCU,FEB_2028,PeakWE,-7.279433
VANCOURT_RN,FEB_2028,PeakWE,4.349700
LPCCS_UNIT1,FEB_2028,PeakWE,-7.460529
DC_E,FEB_2028,PeakWE,-7.115114
LPCCS_UNIT2,FEB_2028,PeakWE,-7.460529
NCARBID_PUN1,FEB_2028,PeakWE,-4.136270
NCARBID_PUN2,FEB_2028,PeakWE,-4.137087
K2_DGR1_RN,FEB_2028,PeakWE,-7.082712
CN_BRKS_UNT1,FEB_2028,PeakWE,-1.889323
FAGUSSLR_RN,FEB_2028,PeakWE,-2.885085
QALSW_ALL,FEB_2028,PeakWE,-19.330202
LZ_AEN,FEB_2028,PeakWE,-7.531797
WAP_WAPGT_1,FEB_2028,PeakWE,-2.235531
TXCTY_CTB,FEB_2028,PeakWE,-3.670631
TXCTY_CTC,FEB_2028,PeakWE,-3.670631
TORR_ALL,FEB_2028,PeakWE,4.560782
TXCTY_CTA,FEB_2028,PeakWE,-3.670631
REDFISH_ALL,FEB_2028,PeakWE,3.499700
PANDA_T2_ST1,FEB_2028,PeakWE,-4.868038
SWT_BESS_RN,FEB_2028,PeakWE,-14.848439
DECKER_GT,FEB_2028,PeakWE,-7.925915
OBERON_U1,FEB_2028,PeakWE,-21.661540
GRAN_SLR_RN,FEB_2028,PeakWE,-5.697814
MISAE_GEN_RN,FEB_2028,PeakWE,-2.595296
N_AL_BESS_RN,FEB_2028,PeakWE,0.981078
ANEM_ESS_RN,FEB_2028,PeakWE,3.790298
KNAPP_RN,FEB_2028,PeakWE,-16.424478
ASCK_SLR_RN,FEB_2028,PeakWE,-3.617786
LOWR_ESS_RN,FEB_2028,PeakWE,0.453244
ZIER_SLR_ALL,FEB_2028,PeakWE,-11.854294
RSK_RN,FEB_2028,PeakWE,-16.708031
BAYC_BESS_RN,FEB_2028,PeakWE,-7.302577
WHCCS2_4,FEB_2028,PeakWE,-6.476490
RN_ECEC_HOLT,FEB_2028,PeakWE,-20.644243
BOSQ_BSQS_12,FEB_2028,PeakWE,-2.946659
FLTCK_SSI,FEB_2028,PeakWE,-9.963650
NED_NEDIN_G1,FEB_2028,PeakWE,2.813487
LONEWOLF_ALL,FEB_2028,PeakWE,-7.223777
NED_NEDIN_G2,FEB_2028,PeakWE,2.469909
NED_NEDIN_G3,FEB_2028,PeakWE,3.053487
BRISCOE_WIND,FEB_2028,PeakWE,-2.199651
