SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-16.047956
HRNT_SLR_RN,NOV_2025,PeakWE,6.045278
WRSBES_BESS1,NOV_2025,PeakWE,-16.515880
SBEAN_BESS,NOV_2025,PeakWE,-16.538030
REDBARN_RN,NOV_2025,PeakWE,-11.818975
VISION_RN,NOV_2025,PeakWE,-0.173033
GRIF_TRL_RN,NOV_2025,PeakWE,1.752373
VIC_VICTORG6,NOV_2025,PeakWE,-4.291000
VIC_VICTORG5,NOV_2025,PeakWE,-4.291000
MYR_ALL,NOV_2025,PeakWE,-0.881597
CEDROHI_CHW1,NOV_2025,PeakWE,-1.292633
HAMI_BESS_RN,NOV_2025,PeakWE,-10.826915
BRP_ZPT1_RN,NOV_2025,PeakWE,-4.292788
N_MRD_ESR_RN,NOV_2025,PeakWE,-5.150563
SPNC_SPNCE_5,NOV_2025,PeakWE,0.338343
RIOG_ESR2_RN,NOV_2025,PeakWE,-4.550097
VORT_ALL_RN,NOV_2025,PeakWE,1.231674
SPNC_SPNCE_4,NOV_2025,PeakWE,0.338343
SAN_SANMIGG1,NOV_2025,PeakWE,-2.184940
SC2SES_UNIT1,NOV_2025,PeakWE,-0.137992
MCLNSLR_RN,NOV_2025,PeakWE,-11.716048
CBECII_CT7,NOV_2025,PeakWE,-0.207919
WILDWIND_ALL,NOV_2025,PeakWE,0.325576
TGCCS_ALL,NOV_2025,PeakWE,-0.047992
HB_NORTH,NOV_2025,PeakWE,-0.133800
COTPLNS_RN,NOV_2025,PeakWE,5.471760
CISC_RN,NOV_2025,PeakWE,-1.432087
CALAVER_JKS2,NOV_2025,PeakWE,-6.076670
CALAVER_JKS1,NOV_2025,PeakWE,-6.076670
FORTMA_RN,NOV_2025,PeakWE,-4.767402
CALAVER_JTD2,NOV_2025,PeakWE,-5.791241
CALAVER_JTD1,NOV_2025,PeakWE,-5.791241
HHGT_KENDAL,NOV_2025,PeakWE,-4.426836
BRPMAGNO_RN,NOV_2025,PeakWE,-4.032357
LASSO_GEN,NOV_2025,PeakWE,-14.847557
LGE_LGE_GT2,NOV_2025,PeakWE,-2.333183
LGE_LGE_GT1,NOV_2025,PeakWE,-2.333183
RIPPEY_ALL,NOV_2025,PeakWE,0.294142
SANDHSYD6_7,NOV_2025,PeakWE,-5.101060
BRP_PBL2_RN,NOV_2025,PeakWE,-13.335669
DC_R,NOV_2025,PeakWE,-4.385427
PAVO_ESS_ALL,NOV_2025,PeakWE,-13.944993
DC_N,NOV_2025,PeakWE,2.006139
PISG_RN_ALL,NOV_2025,PeakWE,-0.267776
ALGOD_ALL_RN,NOV_2025,PeakWE,3.047955
DC_L,NOV_2025,PeakWE,-0.516449
