DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,220.0,220.0,Hard Constraint,SARYYUC8,APR_2025,Off-peak,80.18
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-223.8,223.8,Hard Constraint,SARYYUC8,FEB_2025,Off-peak,48.53
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-227.7,227.7,Hard Constraint,SARYYUC8,JAN_2025,Off-peak,54.05
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,216.1,216.2,Hard Constraint,SARYYUC8,JUN_2025,Off-peak,86.3
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,222.2,222.2,Hard Constraint,SARYYUC8,MAR_2025,Off-peak,17.44
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,218.3,218.3,Hard Constraint,SARYYUC8,MAY_2025,Off-peak,42.25
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,220.0,220.0,Hard Constraint,SARYYUC8,APR_2025,PeakWD,104.24
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,223.9,223.8,Hard Constraint,SARYYUC8,FEB_2025,PeakWD,44.53
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,227.7,227.7,Hard Constraint,SARYYUC8,JAN_2025,PeakWD,37.56
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,222.2,222.2,Hard Constraint,SARYYUC8,MAR_2025,PeakWD,141.47
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,218.3,218.3,Hard Constraint,SARYYUC8,MAY_2025,PeakWD,55.16
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,220.0,220.0,Hard Constraint,SARYYUC8,APR_2025,PeakWE,1.12
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-223.9,223.8,Hard Constraint,SARYYUC8,FEB_2025,PeakWE,4.32
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,223.8,223.8,Hard Constraint,SARYYUC8,FEB_2025,PeakWE,11.9
