DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,275.1,275.1,Hard Constraint,SARYYUC8,JUN_2024,Off-peak,34.55
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,275.1,275.1,Hard Constraint,SARYYUC8,JUN_2024,PeakWD,12.6
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-696.0,696.0,Hard Constraint,DCONLNG5,APR_2024,Off-peak,684.77
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-709.4,709.4,Hard Constraint,DCONLNG5,MAR_2024,Off-peak,6632.86
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-696.0,696.0,Hard Constraint,DCONLNG5,APR_2024,PeakWD,1790.54
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-709.4,709.4,Hard Constraint,DCONLNG5,MAR_2024,PeakWD,4080.65
1021 MIDLET_5 1025 FSCOGEN_ 1,Line,To - From,-709.4,709.4,Hard Constraint,DCONLNG5,MAR_2024,PeakWE,1532.51
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,280.0,280.0,Hard Constraint,DODEMOS5,APR_2024,PeakWD,107.6
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,148.4,148.4,Hard Constraint,DWLFMOS5,FEB_2024,PeakWD,1002.79
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,147.0,147.0,Hard Constraint,DWLFMOS5,MAR_2024,PeakWD,2822.07
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,147.0,147.0,Hard Constraint,DWLFMOS5,MAR_2024,PeakWE,2127.08
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBIT5,APR_2024,Off-peak,165.05
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBTR5,APR_2024,Off-peak,2752.76
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBIT5,FEB_2024,Off-peak,990.71
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBTR5,FEB_2024,Off-peak,1351.79
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-856.1,856.1,Hard Constraint,DMGSBIT5,JAN_2024,Off-peak,818.81
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-856.1,856.1,Hard Constraint,DMGSBTR5,JAN_2024,Off-peak,1581.52
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,JUN_2024,Off-peak,1969.22
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,JUN_2024,Off-peak,156.69
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBIT5,MAR_2024,Off-peak,1204.93
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBTR5,MAR_2024,Off-peak,2174.01
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,MAY_2024,Off-peak,3385.49
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,MAY_2024,Off-peak,772.34
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBIT5,APR_2024,PeakWD,1138.61
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBTR5,APR_2024,PeakWD,184
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBIT5,FEB_2024,PeakWD,55.2
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBTR5,FEB_2024,PeakWD,1738.25
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-856.1,856.1,Hard Constraint,DMGSBTR5,JAN_2024,PeakWD,2284.32
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,JUN_2024,PeakWD,551.03
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,JUN_2024,PeakWD,1097.61
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBIT5,MAR_2024,PeakWD,1819.86
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBTR5,MAR_2024,PeakWD,92.87
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,MAY_2024,PeakWD,1111.2
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,MAY_2024,PeakWD,1146.18
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBIT5,APR_2024,PeakWE,84.37
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-792.4,792.4,Hard Constraint,DMGSBTR5,APR_2024,PeakWE,884.4
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBIT5,FEB_2024,PeakWE,81.2
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-835.8,835.8,Hard Constraint,DMGSBTR5,FEB_2024,PeakWE,1029.42
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-856.1,856.1,Hard Constraint,DMGSBIT5,JAN_2024,PeakWE,51.42
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-856.1,856.1,Hard Constraint,DMGSBTR5,JAN_2024,PeakWE,819.58
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,JUN_2024,PeakWE,136.58
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,JUN_2024,PeakWE,1166.94
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBIT5,MAR_2024,PeakWE,864.08
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-814.1,814.1,Hard Constraint,DMGSBTR5,MAR_2024,PeakWE,482.26
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBIT5,MAY_2024,PeakWE,137.91
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-768.6,768.6,Hard Constraint,DMGSBTR5,MAY_2024,PeakWE,1145.84
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,144.9,144.9,Hard Constraint,DCONLNG5,FEB_2024,Off-peak,14972.06
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,129.5,129.5,Hard Constraint,DCONLNG5,JUN_2024,Off-peak,34387.25
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,129.5,129.5,Hard Constraint,DMGSCON5,JUN_2024,Off-peak,2228.14
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,137.2,137.2,Hard Constraint,DCONLNG5,APR_2024,PeakWD,28664.22
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,144.9,144.9,Hard Constraint,DCONLNG5,FEB_2024,PeakWD,10842.15
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,144.9,144.9,Hard Constraint,DMGSCON5,FEB_2024,PeakWD,10862.21
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,129.5,129.5,Hard Constraint,DCONLNG5,JUN_2024,PeakWD,24213.07
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,137.2,137.2,Hard Constraint,DMGSCON5,APR_2024,PeakWE,3399.81
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,144.9,144.9,Hard Constraint,DMGSCON5,FEB_2024,PeakWE,364.4
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,129.5,129.5,Hard Constraint,DCONLNG5,JUN_2024,PeakWE,14098.2
1032 MRGNCRK_ 11395 NAVIGAT 1,Line,From - To,141.4,141.4,Hard Constraint,DCONLNG5,MAR_2024,PeakWE,8385.38
1032 MRGNCRK_ 1190 BARBER_L 1,Line,From - To,136.3,136.3,Hard Constraint,DSCOTKW5,MAY_2024,Off-peak,9371.31
1032 MRGNCRK_ 1190 BARBER_L 1,Line,From - To,133.7,133.7,Hard Constraint,DSCOTKW5,MAY_2024,PeakWD,4428.35
