DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-360.0,360.0,Hard Constraint,SARYYUC8,APR_2025,PeakWE,8.31
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-338.2,338.2,Hard Constraint,SWLFECT8,APR_2025,Off-peak,85.11
1019 MOSS_8 1292 ECTRHARP 1,Line,To - From,-338.2,338.2,Hard Constraint,SWLFECT8,APR_2025,PeakWD,91.87
1025 FSCOGEN_ 10062 ROCKHOU 1,Line,From - To,894.9,894.9,Hard Constraint,DCONLNG5,APR_2025,Off-peak,3776.38
1025 FSCOGEN_ 10062 ROCKHOU 1,Line,From - To,894.9,894.9,Hard Constraint,DCONLNG5,APR_2025,PeakWD,5109.16
1025 FSCOGEN_ 10062 ROCKHOU 1,Line,From - To,894.9,894.9,Hard Constraint,DCONLNG5,APR_2025,PeakWE,1543.34
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-860.4,860.4,Hard Constraint,DCONLNG5,APR_2025,Off-peak,2986.49
1025 FSCOGEN_ 1030 MRGNCRK_ 1,Line,To - From,-860.4,860.4,Hard Constraint,DCONLNG5,APR_2025,PeakWE,891
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-1467.1,1467.1,Hard Constraint,DMGSBTR5,APR_2025,PeakWD,559.19
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-1467.1,1467.1,Hard Constraint,DMGSBIT5,APR_2025,PeakWE,120.05
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-1467.1,1467.1,Hard Constraint,DMGSBTR5,APR_2025,PeakWE,102.32
1064 SUN_8 1067 GOLDENSW 1,Line,To - From,-399.5,399.5,Hard Constraint,DMTSCOS5,APR_2025,PeakWD,228.12
1064 SUN_8 1067 GOLDENSW 1,Line,To - From,-382.8,382.8,Hard Constraint,DMTSCOS5,APR_2025,PeakWE,54.87
1084 ORLA_SW1 11080 THRMIDR 1,Line,To - From,-447.3,447.3,Hard Constraint,DHSPOMP8,APR_2025,Off-peak,3.89
1084 ORLA_SW1 11080 THRMIDR 1,Line,To - From,-447.3,447.3,Hard Constraint,DHSPOMP8,APR_2025,PeakWD,35.27
1084 ORLA_SW1 11080 THRMIDR 1,Line,To - From,-447.3,447.3,Hard Constraint,DHSPOMP8,APR_2025,PeakWE,1.16
1084 ORLA_SW1 11080 THRMIDR 1,Line,To - From,-447.3,447.3,Hard Constraint,DRVRDE28,APR_2025,PeakWE,1.53
1095 SCRWBEAN 11224 CRATERC 1,Line,To - From,-561.6,561.6,Hard Constraint,DRVRTMD8,APR_2025,PeakWE,1.35
1097 CULBERSO 7389 L_PINNAC 1,Line,To - From,-443.7,443.7,Hard Constraint,XRV158,APR_2025,PeakWD,57.62
1097 CULBERSO 7389 L_PINNAC 1,Line,To - From,-443.7,443.7,Hard Constraint,DODEMOS5,APR_2025,PeakWE,21.25
