DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,162.8,162.8,Hard Constraint,SARYYUC8,NOV_2026,Off-peak,27.25
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,160.0,160.0,Hard Constraint,SARYYUC8,OCT_2026,Off-peak,52.74
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,158.8,158.8,Hard Constraint,SARYYUC8,SEP_2026,Off-peak,111.36
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,164.0,164.0,Hard Constraint,SARYYUC8,DEC_2026,PeakWD,13.66
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,162.8,162.8,Hard Constraint,SARYYUC8,NOV_2026,PeakWD,66.76
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,160.0,160.0,Hard Constraint,SARYYUC8,OCT_2026,PeakWD,63.64
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,158.8,158.8,Hard Constraint,SARYYUC8,SEP_2026,PeakWD,18.44
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,164.0,164.0,Hard Constraint,SARYYUC8,DEC_2026,PeakWE,22.93
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,162.8,162.8,Hard Constraint,SARYYUC8,NOV_2026,PeakWE,47.42
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,160.0,160.0,Hard Constraint,SARYYUC8,OCT_2026,PeakWE,33.46
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-328.3,328.3,Hard Constraint,DWLFYUC8,DEC_2026,Off-peak,84.24
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-320.3,320.3,Hard Constraint,DWLFYUC8,OCT_2026,Off-peak,25.6
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-317.4,317.4,Hard Constraint,DWLFYUC8,SEP_2026,Off-peak,63.08
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-317.4,317.4,Hard Constraint,DWLFYUC8,SEP_2026,PeakWE,39.33
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-74.0,74.0,Hard Constraint,DWLFMET5,AUG_2026,Off-peak,156.35
1013 WOLFSS_8 1103 SANDHLTA 1,Line,From - To,74.0,74.0,Hard Constraint,SBAKNOR5,AUG_2026,Off-peak,255.42
1013 WOLFSS_8 1103 SANDHLTA 1,Line,From - To,74.0,74.0,Hard Constraint,SNORNEV5,AUG_2026,Off-peak,171.16
1013 WOLFSS_8 1103 SANDHLTA 1,Line,To - From,-84.8,84.8,Hard Constraint,DMOSME25,DEC_2026,Off-peak,1643.47
1013 WOLFSS_8 1103 SANDHLTA 1,Line,From - To,84.8,84.8,Hard Constraint,SNORNEV5,DEC_2026,Off-peak,134.29
