DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,81.4,81.4,Hard Constraint,DODEMOS5,NOV_2025,Off-peak,747.67
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,81.4,81.4,Hard Constraint,DODEMOS5,NOV_2025,PeakWD,389.27
1027 ODESEHV_ 1111 BIG3ODTA 1,Line,From - To,81.4,81.4,Hard Constraint,DODEMOS5,NOV_2025,PeakWE,156.89
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.8,42.8,Hard Constraint,DWLFMOS5,DEC_2025,Off-peak,5872.07
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DWLFMOS5,NOV_2025,Off-peak,7718.94
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DWLFMOS5,OCT_2025,Off-peak,5344.63
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.8,42.8,Hard Constraint,DWLFMOS5,DEC_2025,PeakWD,11279.92
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DWLFMOS5,NOV_2025,PeakWD,13581.15
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DWLFMOS5,OCT_2025,PeakWD,10107.45
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.8,42.8,Hard Constraint,DWLFMOS5,DEC_2025,PeakWE,3457.87
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.4,42.4,Hard Constraint,DWLFMOS5,NOV_2025,PeakWE,5397.29
1027 ODESEHV_ 11111 YARBRGH 1,Line,From - To,42.0,42.0,Hard Constraint,DWLFMOS5,OCT_2025,PeakWE,3422.14
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,AUG_2025,Off-peak,104.56
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,AUG_2025,Off-peak,2227.5
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-244.6,244.6,Hard Constraint,DMGSBIT5,DEC_2025,Off-peak,289.15
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-244.6,244.6,Hard Constraint,DMGSBTR5,DEC_2025,Off-peak,1545.93
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,JUL_2025,Off-peak,1885.02
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,JUL_2025,Off-peak,133.99
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DMGSBIT5,NOV_2025,Off-peak,89.33
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DMGSBTR5,NOV_2025,Off-peak,1680.19
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-226.4,226.4,Hard Constraint,DMGSBTR5,OCT_2025,Off-peak,1651.5
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBIT5,SEP_2025,Off-peak,186.78
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBTR5,SEP_2025,Off-peak,2350.26
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,AUG_2025,PeakWD,41.91
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,AUG_2025,PeakWD,1180.73
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-244.6,244.6,Hard Constraint,DMGSBIT5,DEC_2025,PeakWD,299.32
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-244.6,244.6,Hard Constraint,DMGSBTR5,DEC_2025,PeakWD,1041.46
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,JUL_2025,PeakWD,667.94
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,JUL_2025,PeakWD,636.34
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DMGSBTR5,NOV_2025,PeakWD,1558.36
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-226.4,226.4,Hard Constraint,DMGSBIT5,OCT_2025,PeakWD,2.9
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-226.4,226.4,Hard Constraint,DMGSBTR5,OCT_2025,PeakWD,1304.67
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBIT5,SEP_2025,PeakWD,312.98
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBTR5,SEP_2025,PeakWD,972.73
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,AUG_2025,PeakWE,203.7
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,AUG_2025,PeakWE,572.66
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-244.6,244.6,Hard Constraint,DMGSBTR5,DEC_2025,PeakWE,646.47
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBIT5,JUL_2025,PeakWE,201.93
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-213.0,213.0,Hard Constraint,DMGSBTR5,JUL_2025,PeakWE,461.59
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DMGSBIT5,NOV_2025,PeakWE,73.77
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DMGSBTR5,NOV_2025,PeakWE,392.52
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-238.8,238.8,Hard Constraint,DSWETKW5,NOV_2025,PeakWE,0.83
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-226.4,226.4,Hard Constraint,DMGSBTR5,OCT_2025,PeakWE,494.14
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBIT5,SEP_2025,PeakWE,109.26
1030 MRGNCRK_ 11048 TONKAWA 1,Line,To - From,-219.6,219.6,Hard Constraint,DMGSBTR5,SEP_2025,PeakWE,380.85
1032 MRGNCRK_ 1333 MCDONALD 1,Line,From - To,37.0,37.0,Hard Constraint,XEI258,AUG_2025,Off-peak,8214.14
