SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-1.086174
WRSBES_BESS1,NOV_2025,PeakWE,-1.383100
SBEAN_BESS,NOV_2025,PeakWE,-0.978907
REDBARN_RN,NOV_2025,PeakWE,1.174165
VISION_RN,NOV_2025,PeakWE,1.956944
VIC_VICTORG6,NOV_2025,PeakWE,-1.957444
MYR_ALL,NOV_2025,PeakWE,-0.732492
CEDROHI_CHW1,NOV_2025,PeakWE,5.727524
HAMI_BESS_RN,NOV_2025,PeakWE,-0.130713
GRIF_TRL_RN,NOV_2025,PeakWE,5.630224
VIC_VICTORG5,NOV_2025,PeakWE,-1.957444
BRP_ZPT1_RN,NOV_2025,PeakWE,1.737840
N_MRD_ESR_RN,NOV_2025,PeakWE,1.054721
SPNC_SPNCE_5,NOV_2025,PeakWE,2.542958
VORT_ALL_RN,NOV_2025,PeakWE,4.855274
SPNC_SPNCE_4,NOV_2025,PeakWE,2.542958
SAN_SANMIGG1,NOV_2025,PeakWE,1.252241
SC2SES_UNIT1,NOV_2025,PeakWE,1.837053
MCLNSLR_RN,NOV_2025,PeakWE,-3.536943
CBECII_CT7,NOV_2025,PeakWE,-0.557467
WILDWIND_ALL,NOV_2025,PeakWE,2.912039
TGCCS_ALL,NOV_2025,PeakWE,2.006889
HB_NORTH,NOV_2025,PeakWE,2.280224
COTPLNS_RN,NOV_2025,PeakWE,8.766264
CALAVER_JKS2,NOV_2025,PeakWE,-1.707407
CALAVER_JKS1,NOV_2025,PeakWE,-1.707407
CALAVER_JTD2,NOV_2025,PeakWE,-2.464104
CALAVER_JTD1,NOV_2025,PeakWE,-2.464104
HHGT_KENDAL,NOV_2025,PeakWE,0.230224
BRPMAGNO_RN,NOV_2025,PeakWE,-22.716947
LASSO_GEN,NOV_2025,PeakWE,-0.573273
LGE_LGE_GT2,NOV_2025,PeakWE,-5.850302
LGE_LGE_GT1,NOV_2025,PeakWE,-5.850302
RIPPEY_ALL,NOV_2025,PeakWE,1.361386
SANDHSYD6_7,NOV_2025,PeakWE,-2.442028
BRP_PBL2_RN,NOV_2025,PeakWE,-8.178420
DC_R,NOV_2025,PeakWE,1.897071
DC_N,NOV_2025,PeakWE,5.938154
PISG_RN_ALL,NOV_2025,PeakWE,1.915586
ALGOD_ALL_RN,NOV_2025,PeakWE,4.150224
DC_L,NOV_2025,PeakWE,7.931918
TNSKA_CCU,NOV_2025,PeakWE,3.640224
VANCOURT_RN,NOV_2025,PeakWE,6.480767
LPCCS_UNIT1,NOV_2025,PeakWE,3.480224
DC_E,NOV_2025,PeakWE,2.205978
LPCCS_UNIT2,NOV_2025,PeakWE,3.480224
NCARBID_PUN1,NOV_2025,PeakWE,-1.721177
NCARBID_PUN2,NOV_2025,PeakWE,-1.720893
CN_BRKS_UNT1,NOV_2025,PeakWE,8.921926
QALSW_ALL,NOV_2025,PeakWE,1.807408
LZ_AEN,NOV_2025,PeakWE,-2.117699
WAP_WAPGT_1,NOV_2025,PeakWE,-2.559511
TXCTY_CTB,NOV_2025,PeakWE,-11.018376
TXCTY_CTC,NOV_2025,PeakWE,-11.018376
TORR_ALL,NOV_2025,PeakWE,11.173515
TXCTY_CTA,NOV_2025,PeakWE,-11.018376
REDFISH_ALL,NOV_2025,PeakWE,9.345824
PANDA_T2_ST1,NOV_2025,PeakWE,0.691810
SWT_BESS_RN,NOV_2025,PeakWE,5.244181
DECKER_GT,NOV_2025,PeakWE,-2.591890
OBERON_U1,NOV_2025,PeakWE,-0.721463
MISAE_GEN_RN,NOV_2025,PeakWE,8.243784
N_AL_BESS_RN,NOV_2025,PeakWE,0.321796
RSK_RN,NOV_2025,PeakWE,4.269249
BAYC_BESS_RN,NOV_2025,PeakWE,-15.096936
WHCCS2_4,NOV_2025,PeakWE,3.395498
RN_ECEC_HOLT,NOV_2025,PeakWE,0.244472
BOSQ_BSQS_12,NOV_2025,PeakWE,1.428032
FLTCK_SSI,NOV_2025,PeakWE,1.278549
