DeviceName,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.3,39.3,Hard Constraint,SARYYUC8,AUG_2027,Off-peak,127.09
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.3,39.3,Hard Constraint,SARYYUC8,JUL_2027,Off-peak,98.21
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.7,39.7,Hard Constraint,SARYYUC8,SEP_2027,Off-peak,91.31
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.3,39.3,Hard Constraint,SARYYUC8,AUG_2027,PeakWD,266.64
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,41.0,41.0,Hard Constraint,SARYYUC8,DEC_2027,PeakWD,25.37
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.3,39.3,Hard Constraint,SARYYUC8,JUL_2027,PeakWD,75.55
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.0,40.0,Hard Constraint,SARYYUC8,OCT_2027,PeakWD,10.66
1001 AROYA_8 1074 WINKSS_8 1,Line,To - From,-39.7,39.7,Hard Constraint,SARYYUC8,SEP_2027,PeakWD,276.32
1001 AROYA_8 1074 WINKSS_8 1,Line,From - To,40.0,40.0,Hard Constraint,SARYYUC8,OCT_2027,PeakWE,4.23
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-76.5,76.5,Hard Constraint,DWLFYUC8,AUG_2027,Off-peak,567
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-76.5,76.5,Hard Constraint,DWLFYUC8,JUL_2027,Off-peak,610
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-79.5,79.5,Hard Constraint,DWLFYUC8,OCT_2027,Off-peak,189.16
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-78.0,78.0,Hard Constraint,DWLFYUC8,SEP_2027,Off-peak,247.38
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-82.1,82.1,Hard Constraint,DWLFYUC8,DEC_2027,PeakWD,92.89
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-76.5,76.5,Hard Constraint,DWLFYUC8,JUL_2027,PeakWD,182.24
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-81.5,81.5,Hard Constraint,DWLFYUC8,NOV_2027,PeakWD,28.74
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-79.5,79.5,Hard Constraint,DWLFYUC8,OCT_2027,PeakWD,39.32
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-76.5,76.5,Hard Constraint,DWLFYUC8,AUG_2027,PeakWE,98.18
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-76.5,76.5,Hard Constraint,DWLFYUC8,JUL_2027,PeakWE,236.59
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-81.5,81.5,Hard Constraint,DWLFYUC8,NOV_2027,PeakWE,3.67
1009 YUCCADR_ 1013 WOLFSS_8 1,Line,To - From,-78.0,78.0,Hard Constraint,DWLFYUC8,SEP_2027,PeakWE,76.13
1019 MOSS_8 1113 ODESASW1 1,Line,To - From,-39.3,39.3,Hard Constraint,DODEMOS5,AUG_2027,Off-peak,197.33
